DrugId:START_ID(Drug),Relation:TYPE,ProteinId:END_ID(Protein),RelationName,Action
DB00321,DrugToProtein,Q99720,Target,Inhibitor
DB00321,DrugToProtein,P28335,Target,Inhibitor
DB00321,DrugToProtein,P35368,Target,Inhibitor
DB00321,DrugToProtein,P34969,Target,Inhibitor
DB00321,DrugToProtein,P28221,Target,Inhibitor
DB00321,DrugToProtein,P35372,Target,Inhibitor
DB00321,DrugToProtein,P28222,Target,Inhibitor
DB00321,DrugToProtein,P50406,Target,Inhibitor
DB00321,DrugToProtein,O43525,Target,Inhibitor
DB00321,DrugToProtein,P11229,Target,Inhibitor
DB00321,DrugToProtein,P08172,Target,Inhibitor
DB00321,DrugToProtein,P20309,Target,Inhibitor
DB00321,DrugToProtein,P08173,Target,Inhibitor
DB00321,DrugToProtein,P08912,Target,Inhibitor
DB00321,DrugToProtein,Q12809,Target,Inhibitor
DB00321,DrugToProtein,Q9H252,Target,Inhibitor
DB00321,DrugToProtein,Q9NS40,Target,Inhibitor
DB00321,DrugToProtein,P23975,Target,Antagonist
DB00321,DrugToProtein,P31645,Target,Antagonist
DB00321,DrugToProtein,P28223,Target,Antagonist
DB00321,DrugToProtein,P08908,Target,Antagonist
DB00321,DrugToProtein,P41143,Target,Antagonist
DB00321,DrugToProtein,P41145,Target,Antagonist
DB00321,DrugToProtein,P04629,Target,Antagonist
DB00321,DrugToProtein,Q16620,Target,Antagonist
DB00321,DrugToProtein,P35348,Target,Antagonist
DB00321,DrugToProtein,P25100,Target,Antagonist
DB00321,DrugToProtein,P08913,Target,Antagonist
DB00321,DrugToProtein,P35367,Target,Antagonist
DB00321,DrugToProtein,O43526,Target,Antagonist
DB00321,DrugToProtein,Q09470,Target,Antagonist
DB00321,DrugToProtein,P25021,Target,Antagonist
DB00321,DrugToProtein,Q9H3N8,Target,Antagonist
DB00321,DrugToProtein,Q99720,Target,Antagonist
DB00321,DrugToProtein,P28335,Target,Antagonist
DB00321,DrugToProtein,P35368,Target,Antagonist
DB00321,DrugToProtein,P34969,Target,Antagonist
DB00321,DrugToProtein,P28221,Target,Antagonist
DB00321,DrugToProtein,P35372,Target,Antagonist
DB00321,DrugToProtein,P28222,Target,Antagonist
DB00321,DrugToProtein,P50406,Target,Antagonist
DB00321,DrugToProtein,O43525,Target,Antagonist
DB00321,DrugToProtein,P11229,Target,Antagonist
DB00321,DrugToProtein,P08172,Target,Antagonist
DB00321,DrugToProtein,P20309,Target,Antagonist
DB00321,DrugToProtein,P08173,Target,Antagonist
DB00321,DrugToProtein,P08912,Target,Antagonist
DB00321,DrugToProtein,Q12809,Target,Antagonist
DB00321,DrugToProtein,Q9H252,Target,Antagonist
DB00321,DrugToProtein,Q9NS40,Target,Antagonist
DB00321,DrugToProtein,P23975,Target,Agonist
DB00321,DrugToProtein,P31645,Target,Agonist
DB00321,DrugToProtein,P28223,Target,Agonist
DB00321,DrugToProtein,P08908,Target,Agonist
DB00321,DrugToProtein,P41143,Target,Agonist
DB00321,DrugToProtein,P41145,Target,Agonist
DB00321,DrugToProtein,P04629,Target,Agonist
DB00321,DrugToProtein,Q16620,Target,Agonist
DB00321,DrugToProtein,P35348,Target,Agonist
DB00321,DrugToProtein,P25100,Target,Agonist
DB00321,DrugToProtein,P08913,Target,Agonist
DB00321,DrugToProtein,P35367,Target,Agonist
DB00321,DrugToProtein,O43526,Target,Agonist
DB00321,DrugToProtein,Q09470,Target,Agonist
DB00321,DrugToProtein,P25021,Target,Agonist
DB00321,DrugToProtein,Q9H3N8,Target,Agonist
DB00321,DrugToProtein,Q99720,Target,Agonist
DB00321,DrugToProtein,P28335,Target,Agonist
DB00321,DrugToProtein,P35368,Target,Agonist
DB00321,DrugToProtein,P34969,Target,Agonist
DB00321,DrugToProtein,P28221,Target,Agonist
DB00321,DrugToProtein,P35372,Target,Agonist
DB00321,DrugToProtein,P28222,Target,Agonist
DB00321,DrugToProtein,P50406,Target,Agonist
DB00321,DrugToProtein,O43525,Target,Agonist
DB00321,DrugToProtein,P11229,Target,Agonist
DB00321,DrugToProtein,P08172,Target,Agonist
DB00321,DrugToProtein,P20309,Target,Agonist
DB00321,DrugToProtein,P08173,Target,Agonist
DB00321,DrugToProtein,P08912,Target,Agonist
DB00321,DrugToProtein,Q12809,Target,Agonist
DB00321,DrugToProtein,Q9H252,Target,Agonist
DB00321,DrugToProtein,Q9NS40,Target,Agonist
DB00321,DrugToProtein,P23975,Target,Blocker
DB00321,DrugToProtein,P31645,Target,Blocker
DB00321,DrugToProtein,P28223,Target,Blocker
DB00321,DrugToProtein,P08908,Target,Blocker
DB00321,DrugToProtein,P41143,Target,Blocker
DB00321,DrugToProtein,P41145,Target,Blocker
DB00321,DrugToProtein,P04629,Target,Blocker
DB00321,DrugToProtein,Q16620,Target,Blocker
DB00321,DrugToProtein,P35348,Target,Blocker
DB00321,DrugToProtein,P25100,Target,Blocker
DB00321,DrugToProtein,P08913,Target,Blocker
DB00321,DrugToProtein,P35367,Target,Blocker
DB00321,DrugToProtein,O43526,Target,Blocker
DB00321,DrugToProtein,Q09470,Target,Blocker
DB00321,DrugToProtein,P25021,Target,Blocker
DB00321,DrugToProtein,Q9H3N8,Target,Blocker
DB00321,DrugToProtein,Q99720,Target,Blocker
DB00321,DrugToProtein,P28335,Target,Blocker
DB00321,DrugToProtein,P35368,Target,Blocker
DB00321,DrugToProtein,P34969,Target,Blocker
DB00321,DrugToProtein,P28221,Target,Blocker
DB00321,DrugToProtein,P35372,Target,Blocker
DB00321,DrugToProtein,P28222,Target,Blocker
DB00321,DrugToProtein,P50406,Target,Blocker
DB00321,DrugToProtein,O43525,Target,Blocker
DB00321,DrugToProtein,P11229,Target,Blocker
DB00321,DrugToProtein,P08172,Target,Blocker
DB00321,DrugToProtein,P20309,Target,Blocker
DB00321,DrugToProtein,P08173,Target,Blocker
DB00321,DrugToProtein,P08912,Target,Blocker
DB00321,DrugToProtein,Q12809,Target,Blocker
DB00321,DrugToProtein,Q9H252,Target,Blocker
DB00321,DrugToProtein,Q9NS40,Target,Blocker
DB00321,DrugToProtein,P23975,Target,Binder
DB00321,DrugToProtein,P31645,Target,Binder
DB00321,DrugToProtein,P28223,Target,Binder
DB00321,DrugToProtein,P08908,Target,Binder
DB00321,DrugToProtein,P41143,Target,Binder
DB00321,DrugToProtein,P41145,Target,Binder
DB00321,DrugToProtein,P04629,Target,Binder
DB00321,DrugToProtein,Q16620,Target,Binder
DB00321,DrugToProtein,P35348,Target,Binder
DB00321,DrugToProtein,P25100,Target,Binder
DB00321,DrugToProtein,P08913,Target,Binder
DB00321,DrugToProtein,P35367,Target,Binder
DB00321,DrugToProtein,O43526,Target,Binder
DB00321,DrugToProtein,Q09470,Target,Binder
DB00321,DrugToProtein,P25021,Target,Binder
DB00321,DrugToProtein,Q9H3N8,Target,Binder
DB00321,DrugToProtein,Q99720,Target,Binder
DB00321,DrugToProtein,P28335,Target,Binder
DB00321,DrugToProtein,P35368,Target,Binder
DB00321,DrugToProtein,P34969,Target,Binder
DB00321,DrugToProtein,P28221,Target,Binder
DB00321,DrugToProtein,P35372,Target,Binder
DB00321,DrugToProtein,P28222,Target,Binder
DB00321,DrugToProtein,P50406,Target,Binder
DB00321,DrugToProtein,O43525,Target,Binder
DB00321,DrugToProtein,P11229,Target,Binder
DB00321,DrugToProtein,P08172,Target,Binder
DB00321,DrugToProtein,P20309,Target,Binder
DB00321,DrugToProtein,P08173,Target,Binder
DB00321,DrugToProtein,P08912,Target,Binder
DB00321,DrugToProtein,Q12809,Target,Binder
DB00321,DrugToProtein,Q9H252,Target,Binder
DB00321,DrugToProtein,Q9NS40,Target,Binder
DB00321,DrugToProtein,P23975,Target,Ligand
DB00321,DrugToProtein,P31645,Target,Ligand
DB00321,DrugToProtein,P28223,Target,Ligand
DB00321,DrugToProtein,P08908,Target,Ligand
DB00321,DrugToProtein,P41143,Target,Ligand
DB00321,DrugToProtein,P41145,Target,Ligand
DB00321,DrugToProtein,P04629,Target,Ligand
DB00321,DrugToProtein,Q16620,Target,Ligand
DB00321,DrugToProtein,P35348,Target,Ligand
DB00321,DrugToProtein,P25100,Target,Ligand
DB00321,DrugToProtein,P08913,Target,Ligand
DB00321,DrugToProtein,P35367,Target,Ligand
DB00321,DrugToProtein,O43526,Target,Ligand
DB00321,DrugToProtein,Q09470,Target,Ligand
DB00321,DrugToProtein,P25021,Target,Ligand
DB00321,DrugToProtein,Q9H3N8,Target,Ligand
DB00321,DrugToProtein,Q99720,Target,Ligand
DB00321,DrugToProtein,P28335,Target,Ligand
DB00321,DrugToProtein,P35368,Target,Ligand
DB00321,DrugToProtein,P34969,Target,Ligand
DB00321,DrugToProtein,P28221,Target,Ligand
DB00321,DrugToProtein,P35372,Target,Ligand
DB00321,DrugToProtein,P28222,Target,Ligand
DB00321,DrugToProtein,P50406,Target,Ligand
DB00321,DrugToProtein,O43525,Target,Ligand
DB00321,DrugToProtein,P11229,Target,Ligand
DB00321,DrugToProtein,P08172,Target,Ligand
DB00321,DrugToProtein,P20309,Target,Ligand
DB00321,DrugToProtein,P08173,Target,Ligand
DB00321,DrugToProtein,P08912,Target,Ligand
DB00321,DrugToProtein,Q12809,Target,Ligand
DB00321,DrugToProtein,Q9H252,Target,Ligand
DB00321,DrugToProtein,Q9NS40,Target,Ligand
DB00322,DrugToProtein,P04818,Target,Unknown
DB00323,DrugToProtein,P21964,Target,Inhibitor
DB00324,DrugToProtein,P04150,Target,Agonist
DB00325,DrugToProtein,P16066,Target,Agonist
DB00327,DrugToProtein,P35372,Target,Agonist
DB00327,DrugToProtein,P41143,Target,Agonist
DB00327,DrugToProtein,P41145,Target,Agonist
DB00327,DrugToProtein,P35372,Target,Partial agonist
DB00327,DrugToProtein,P41143,Target,Partial agonist
DB00327,DrugToProtein,P41145,Target,Partial agonist
DB00328,DrugToProtein,P35354,Target,Inhibitor
DB00328,DrugToProtein,P14555,Target,Inhibitor
DB00328,DrugToProtein,P23219,Target,Inhibitor
DB00328,DrugToProtein,Q8N8N7,Target,Inhibitor
DB00328,DrugToProtein,P37231,Target,Inhibitor
DB00328,DrugToProtein,Q04760,Target,Inhibitor
DB00328,DrugToProtein,Q9Y5Y4,Target,Inhibitor
DB00328,DrugToProtein,Q07869,Target,Inhibitor
DB00328,DrugToProtein,P42330,Target,Inhibitor
DB00328,DrugToProtein,P19525,Target,Inhibitor
DB00328,DrugToProtein,P35354,Target,Activator
DB00328,DrugToProtein,P14555,Target,Activator
DB00328,DrugToProtein,P23219,Target,Activator
DB00328,DrugToProtein,Q8N8N7,Target,Activator
DB00328,DrugToProtein,P37231,Target,Activator
DB00328,DrugToProtein,Q04760,Target,Activator
DB00328,DrugToProtein,Q9Y5Y4,Target,Activator
DB00328,DrugToProtein,Q07869,Target,Activator
DB00328,DrugToProtein,P42330,Target,Activator
DB00328,DrugToProtein,P19525,Target,Activator
DB00328,DrugToProtein,P35354,Target,Other/unknown
DB00328,DrugToProtein,P14555,Target,Other/unknown
DB00328,DrugToProtein,P23219,Target,Other/unknown
DB00328,DrugToProtein,Q8N8N7,Target,Other/unknown
DB00328,DrugToProtein,P37231,Target,Other/unknown
DB00328,DrugToProtein,Q04760,Target,Other/unknown
DB00328,DrugToProtein,Q9Y5Y4,Target,Other/unknown
DB00328,DrugToProtein,Q07869,Target,Other/unknown
DB00328,DrugToProtein,P42330,Target,Other/unknown
DB00328,DrugToProtein,P19525,Target,Other/unknown
DB00328,DrugToProtein,P35354,Target,Agonist
DB00328,DrugToProtein,P14555,Target,Agonist
DB00328,DrugToProtein,P23219,Target,Agonist
DB00328,DrugToProtein,Q8N8N7,Target,Agonist
DB00328,DrugToProtein,P37231,Target,Agonist
DB00328,DrugToProtein,Q04760,Target,Agonist
DB00328,DrugToProtein,Q9Y5Y4,Target,Agonist
DB00328,DrugToProtein,Q07869,Target,Agonist
DB00328,DrugToProtein,P42330,Target,Agonist
DB00328,DrugToProtein,P19525,Target,Agonist
DB00328,DrugToProtein,P35354,Target,Inducer
DB00328,DrugToProtein,P14555,Target,Inducer
DB00328,DrugToProtein,P23219,Target,Inducer
DB00328,DrugToProtein,Q8N8N7,Target,Inducer
DB00328,DrugToProtein,P37231,Target,Inducer
DB00328,DrugToProtein,Q04760,Target,Inducer
DB00328,DrugToProtein,Q9Y5Y4,Target,Inducer
DB00328,DrugToProtein,Q07869,Target,Inducer
DB00328,DrugToProtein,P42330,Target,Inducer
DB00328,DrugToProtein,P19525,Target,Inducer
DB00331,DrugToProtein,Q16134,Target,Inhibitor
DB00331,DrugToProtein,Q9Y478,Target,Inhibitor
DB00331,DrugToProtein,P21695,Target,Inhibitor
DB00331,DrugToProtein,Q16134,Target,Inducer
DB00331,DrugToProtein,Q9Y478,Target,Inducer
DB00331,DrugToProtein,P21695,Target,Inducer
DB00332,DrugToProtein,P20309,Target,Antagonist
DB00332,DrugToProtein,P11229,Target,Antagonist
DB00332,DrugToProtein,P08172,Target,Antagonist
DB00333,DrugToProtein,P35372,Target,Agonist
DB00333,DrugToProtein,Q05586,Target,Agonist
DB00333,DrugToProtein,Q12879,Target,Agonist
DB00333,DrugToProtein,Q13224,Target,Agonist
DB00333,DrugToProtein,Q14957,Target,Agonist
DB00333,DrugToProtein,O15399,Target,Agonist
DB00333,DrugToProtein,Q8TCU5,Target,Agonist
DB00333,DrugToProtein,O60391,Target,Agonist
DB00333,DrugToProtein,P41143,Target,Agonist
DB00333,DrugToProtein,P36544,Target,Agonist
DB00333,DrugToProtein,P46098,Target,Agonist
DB00333,DrugToProtein,P32297,Target,Agonist
DB00333,DrugToProtein,P43681,Target,Agonist
DB00333,DrugToProtein,P17787,Target,Agonist
DB00333,DrugToProtein,P35372,Target,Antagonist
DB00333,DrugToProtein,Q05586,Target,Antagonist
DB00333,DrugToProtein,Q12879,Target,Antagonist
DB00333,DrugToProtein,Q13224,Target,Antagonist
DB00333,DrugToProtein,Q14957,Target,Antagonist
DB00333,DrugToProtein,O15399,Target,Antagonist
DB00333,DrugToProtein,Q8TCU5,Target,Antagonist
DB00333,DrugToProtein,O60391,Target,Antagonist
DB00333,DrugToProtein,P41143,Target,Antagonist
DB00333,DrugToProtein,P36544,Target,Antagonist
DB00333,DrugToProtein,P46098,Target,Antagonist
DB00333,DrugToProtein,P32297,Target,Antagonist
DB00333,DrugToProtein,P43681,Target,Antagonist
DB00333,DrugToProtein,P17787,Target,Antagonist
DB00334,DrugToProtein,P28223,Target,Antagonist
DB00334,DrugToProtein,P14416,Target,Antagonist
DB00334,DrugToProtein,P21728,Target,Antagonist
DB00334,DrugToProtein,P21918,Target,Antagonist
DB00334,DrugToProtein,P35462,Target,Antagonist
DB00334,DrugToProtein,P21917,Target,Antagonist
DB00334,DrugToProtein,P28335,Target,Antagonist
DB00334,DrugToProtein,P46098,Target,Antagonist
DB00334,DrugToProtein,P50406,Target,Antagonist
DB00334,DrugToProtein,P35367,Target,Antagonist
DB00334,DrugToProtein,P35348,Target,Antagonist
DB00334,DrugToProtein,P35368,Target,Antagonist
DB00334,DrugToProtein,P11229,Target,Antagonist
DB00334,DrugToProtein,P08172,Target,Antagonist
DB00334,DrugToProtein,P20309,Target,Antagonist
DB00334,DrugToProtein,P08173,Target,Antagonist
DB00334,DrugToProtein,P08588,Target,Antagonist
DB00334,DrugToProtein,P07550,Target,Antagonist
DB00334,DrugToProtein,P13945,Target,Antagonist
DB00334,DrugToProtein,P08908,Target,Antagonist
DB00334,DrugToProtein,P28222,Target,Antagonist
DB00334,DrugToProtein,P28221,Target,Antagonist
DB00334,DrugToProtein,P28566,Target,Antagonist
DB00334,DrugToProtein,P30939,Target,Antagonist
DB00334,DrugToProtein,P14867,Target,Antagonist
DB00334,DrugToProtein,P47869,Target,Antagonist
DB00334,DrugToProtein,P34903,Target,Antagonist
DB00334,DrugToProtein,P31644,Target,Antagonist
DB00334,DrugToProtein,Q8N1C3,Target,Antagonist
DB00334,DrugToProtein,P18507,Target,Antagonist
DB00334,DrugToProtein,Q99928,Target,Antagonist
DB00334,DrugToProtein,P28223,Target,Inhibitor
DB00334,DrugToProtein,P14416,Target,Inhibitor
DB00334,DrugToProtein,P21728,Target,Inhibitor
DB00334,DrugToProtein,P21918,Target,Inhibitor
DB00334,DrugToProtein,P35462,Target,Inhibitor
DB00334,DrugToProtein,P21917,Target,Inhibitor
DB00334,DrugToProtein,P28335,Target,Inhibitor
DB00334,DrugToProtein,P46098,Target,Inhibitor
DB00334,DrugToProtein,P50406,Target,Inhibitor
DB00334,DrugToProtein,P35367,Target,Inhibitor
DB00334,DrugToProtein,P35348,Target,Inhibitor
DB00334,DrugToProtein,P35368,Target,Inhibitor
DB00334,DrugToProtein,P11229,Target,Inhibitor
DB00334,DrugToProtein,P08172,Target,Inhibitor
DB00334,DrugToProtein,P20309,Target,Inhibitor
DB00334,DrugToProtein,P08173,Target,Inhibitor
DB00334,DrugToProtein,P08588,Target,Inhibitor
DB00334,DrugToProtein,P07550,Target,Inhibitor
DB00334,DrugToProtein,P13945,Target,Inhibitor
DB00334,DrugToProtein,P08908,Target,Inhibitor
DB00334,DrugToProtein,P28222,Target,Inhibitor
DB00334,DrugToProtein,P28221,Target,Inhibitor
DB00334,DrugToProtein,P28566,Target,Inhibitor
DB00334,DrugToProtein,P30939,Target,Inhibitor
DB00334,DrugToProtein,P14867,Target,Inhibitor
DB00334,DrugToProtein,P47869,Target,Inhibitor
DB00334,DrugToProtein,P34903,Target,Inhibitor
DB00334,DrugToProtein,P31644,Target,Inhibitor
DB00334,DrugToProtein,Q8N1C3,Target,Inhibitor
DB00334,DrugToProtein,P18507,Target,Inhibitor
DB00334,DrugToProtein,Q99928,Target,Inhibitor
DB00335,DrugToProtein,P08588,Target,Antagonist
DB00335,DrugToProtein,P07550,Target,Antagonist
DB00337,DrugToProtein,P42345,Target,Potentiator
DB00337,DrugToProtein,P62942,Target,Potentiator
DB00338,DrugToProtein,P20648,Target,Inhibitor
DB00338,DrugToProtein,P35869,Target,Inhibitor
DB00338,DrugToProtein,P20648,Target,Agonist
DB00338,DrugToProtein,P35869,Target,Agonist
DB00340,DrugToProtein,P11229,Target,Antagonist
DB00340,DrugToProtein,P08172,Target,Antagonist
DB00340,DrugToProtein,P20309,Target,Antagonist
DB00340,DrugToProtein,P08173,Target,Antagonist
DB00340,DrugToProtein,P08912,Target,Antagonist
DB00341,DrugToProtein,P35367,Target,Antagonist
DB00342,DrugToProtein,P35367,Target,Antagonist
DB00342,DrugToProtein,P20309,Target,Antagonist
DB00342,DrugToProtein,P11229,Target,Antagonist
DB00342,DrugToProtein,P08912,Target,Antagonist
DB00342,DrugToProtein,P08173,Target,Antagonist
DB00342,DrugToProtein,P08172,Target,Antagonist
DB00342,DrugToProtein,Q12809,Target,Antagonist
DB00342,DrugToProtein,P35367,Target,Binder
DB00342,DrugToProtein,P20309,Target,Binder
DB00342,DrugToProtein,P11229,Target,Binder
DB00342,DrugToProtein,P08912,Target,Binder
DB00342,DrugToProtein,P08173,Target,Binder
DB00342,DrugToProtein,P08172,Target,Binder
DB00342,DrugToProtein,Q12809,Target,Binder
DB00342,DrugToProtein,P35367,Target,Inhibitor
DB00342,DrugToProtein,P20309,Target,Inhibitor
DB00342,DrugToProtein,P11229,Target,Inhibitor
DB00342,DrugToProtein,P08912,Target,Inhibitor
DB00342,DrugToProtein,P08173,Target,Inhibitor
DB00342,DrugToProtein,P08172,Target,Inhibitor
DB00342,DrugToProtein,Q12809,Target,Inhibitor
DB00343,DrugToProtein,Q13936,Target,Blocker
DB00343,DrugToProtein,Q06432,Target,Blocker
DB00344,DrugToProtein,P23975,Target,Inhibitor
DB00344,DrugToProtein,P31645,Target,Inhibitor
DB00346,DrugToProtein,P35348,Target,Antagonist
DB00346,DrugToProtein,P35368,Target,Antagonist
DB00346,DrugToProtein,P25100,Target,Antagonist
DB00347,DrugToProtein,O43497,Target,Inhibitor
DB00348,DrugToProtein,P32754,Target,Inhibitor
DB00349,DrugToProtein,P14867,Target,Positive allosteric modulator
DB00349,DrugToProtein,P47869,Target,Positive allosteric modulator
DB00349,DrugToProtein,P34903,Target,Positive allosteric modulator
DB00349,DrugToProtein,P48169,Target,Positive allosteric modulator
DB00349,DrugToProtein,P31644,Target,Positive allosteric modulator
DB00349,DrugToProtein,Q16445,Target,Positive allosteric modulator
DB00349,DrugToProtein,P18505,Target,Positive allosteric modulator
DB00349,DrugToProtein,P47870,Target,Positive allosteric modulator
DB00349,DrugToProtein,P28472,Target,Positive allosteric modulator
DB00349,DrugToProtein,O14764,Target,Positive allosteric modulator
DB00349,DrugToProtein,P78334,Target,Positive allosteric modulator
DB00349,DrugToProtein,Q8N1C3,Target,Positive allosteric modulator
DB00349,DrugToProtein,P18507,Target,Positive allosteric modulator
DB00349,DrugToProtein,Q99928,Target,Positive allosteric modulator
DB00349,DrugToProtein,O00591,Target,Positive allosteric modulator
DB00349,DrugToProtein,Q9UN88,Target,Positive allosteric modulator
DB00349,DrugToProtein,P14867,Target,Ligand
DB00349,DrugToProtein,P47869,Target,Ligand
DB00349,DrugToProtein,P34903,Target,Ligand
DB00349,DrugToProtein,P48169,Target,Ligand
DB00349,DrugToProtein,P31644,Target,Ligand
DB00349,DrugToProtein,Q16445,Target,Ligand
DB00349,DrugToProtein,P18505,Target,Ligand
DB00349,DrugToProtein,P47870,Target,Ligand
DB00349,DrugToProtein,P28472,Target,Ligand
DB00349,DrugToProtein,O14764,Target,Ligand
DB00349,DrugToProtein,P78334,Target,Ligand
DB00349,DrugToProtein,Q8N1C3,Target,Ligand
DB00349,DrugToProtein,P18507,Target,Ligand
DB00349,DrugToProtein,Q99928,Target,Ligand
DB00349,DrugToProtein,O00591,Target,Ligand
DB00349,DrugToProtein,Q9UN88,Target,Ligand
DB00350,DrugToProtein,P48048,Target,Inducer
DB00350,DrugToProtein,P00797,Target,Inducer
DB00350,DrugToProtein,P23219,Target,Inducer
DB00350,DrugToProtein,P48048,Target,Unknown
DB00350,DrugToProtein,P00797,Target,Unknown
DB00350,DrugToProtein,P23219,Target,Unknown
DB00351,DrugToProtein,P06401,Target,Agonist
DB00351,DrugToProtein,P04150,Target,Agonist
DB00353,DrugToProtein,P21728,Target,Antagonist
DB00353,DrugToProtein,P41595,Target,Antagonist
DB00353,DrugToProtein,P21728,Target,Unknown
DB00353,DrugToProtein,P41595,Target,Unknown
DB00354,DrugToProtein,P35367,Target,Antagonist
DB00354,DrugToProtein,P11229,Target,Antagonist
DB00356,DrugToProtein,Q12791,Target,Unknown
DB00357,DrugToProtein,P05108,Target,Inhibitor
DB00357,DrugToProtein,P11511,Target,Inhibitor
DB00358,DrugToProtein,P29274,Target,Binder
DB00358,DrugToProtein,P29274,Target,Antagonist
DB00360,DrugToProtein,P00439,Target,Cofactor
DB00360,DrugToProtein,P29474,Target,Cofactor
DB00360,DrugToProtein,P07101,Target,Cofactor
DB00360,DrugToProtein,P17752,Target,Cofactor
DB00361,DrugToProtein,P07437,Target,Antagonist
DB00363,DrugToProtein,P21728,Target,Antagonist
DB00363,DrugToProtein,P14416,Target,Antagonist
DB00363,DrugToProtein,P35462,Target,Antagonist
DB00363,DrugToProtein,P21917,Target,Antagonist
DB00363,DrugToProtein,P21918,Target,Antagonist
DB00363,DrugToProtein,P08908,Target,Antagonist
DB00363,DrugToProtein,P28222,Target,Antagonist
DB00363,DrugToProtein,P28221,Target,Antagonist
DB00363,DrugToProtein,P28566,Target,Antagonist
DB00363,DrugToProtein,P28223,Target,Antagonist
DB00363,DrugToProtein,P46098,Target,Antagonist
DB00363,DrugToProtein,P28335,Target,Antagonist
DB00363,DrugToProtein,P50406,Target,Antagonist
DB00363,DrugToProtein,P34969,Target,Antagonist
DB00363,DrugToProtein,P18825,Target,Antagonist
DB00363,DrugToProtein,P35367,Target,Antagonist
DB00363,DrugToProtein,Q9H3N8,Target,Antagonist
DB00363,DrugToProtein,P35348,Target,Antagonist
DB00363,DrugToProtein,P35368,Target,Antagonist
DB00363,DrugToProtein,P08913,Target,Antagonist
DB00363,DrugToProtein,P18089,Target,Antagonist
DB00363,DrugToProtein,P11229,Target,Antagonist
DB00363,DrugToProtein,P08172,Target,Antagonist
DB00363,DrugToProtein,P20309,Target,Antagonist
DB00363,DrugToProtein,P08173,Target,Antagonist
DB00363,DrugToProtein,P08912,Target,Antagonist
DB00363,DrugToProtein,Q9NYX4,Target,Antagonist
DB00363,DrugToProtein,P09211,Target,Antagonist
DB00363,DrugToProtein,Q9UBS5,Target,Antagonist
DB00363,DrugToProtein,O75899,Target,Antagonist
DB00363,DrugToProtein,P14867,Target,Antagonist
DB00363,DrugToProtein,P18505,Target,Antagonist
DB00363,DrugToProtein,Q8N1C3,Target,Antagonist
DB00363,DrugToProtein,P21728,Target,Binder
DB00363,DrugToProtein,P14416,Target,Binder
DB00363,DrugToProtein,P35462,Target,Binder
DB00363,DrugToProtein,P21917,Target,Binder
DB00363,DrugToProtein,P21918,Target,Binder
DB00363,DrugToProtein,P08908,Target,Binder
DB00363,DrugToProtein,P28222,Target,Binder
DB00363,DrugToProtein,P28221,Target,Binder
DB00363,DrugToProtein,P28566,Target,Binder
DB00363,DrugToProtein,P28223,Target,Binder
DB00363,DrugToProtein,P46098,Target,Binder
DB00363,DrugToProtein,P28335,Target,Binder
DB00363,DrugToProtein,P50406,Target,Binder
DB00363,DrugToProtein,P34969,Target,Binder
DB00363,DrugToProtein,P18825,Target,Binder
DB00363,DrugToProtein,P35367,Target,Binder
DB00363,DrugToProtein,Q9H3N8,Target,Binder
DB00363,DrugToProtein,P35348,Target,Binder
DB00363,DrugToProtein,P35368,Target,Binder
DB00363,DrugToProtein,P08913,Target,Binder
DB00363,DrugToProtein,P18089,Target,Binder
DB00363,DrugToProtein,P11229,Target,Binder
DB00363,DrugToProtein,P08172,Target,Binder
DB00363,DrugToProtein,P20309,Target,Binder
DB00363,DrugToProtein,P08173,Target,Binder
DB00363,DrugToProtein,P08912,Target,Binder
DB00363,DrugToProtein,Q9NYX4,Target,Binder
DB00363,DrugToProtein,P09211,Target,Binder
DB00363,DrugToProtein,Q9UBS5,Target,Binder
DB00363,DrugToProtein,O75899,Target,Binder
DB00363,DrugToProtein,P14867,Target,Binder
DB00363,DrugToProtein,P18505,Target,Binder
DB00363,DrugToProtein,Q8N1C3,Target,Binder
DB00363,DrugToProtein,P21728,Target,Partial agonist
DB00363,DrugToProtein,P14416,Target,Partial agonist
DB00363,DrugToProtein,P35462,Target,Partial agonist
DB00363,DrugToProtein,P21917,Target,Partial agonist
DB00363,DrugToProtein,P21918,Target,Partial agonist
DB00363,DrugToProtein,P08908,Target,Partial agonist
DB00363,DrugToProtein,P28222,Target,Partial agonist
DB00363,DrugToProtein,P28221,Target,Partial agonist
DB00363,DrugToProtein,P28566,Target,Partial agonist
DB00363,DrugToProtein,P28223,Target,Partial agonist
DB00363,DrugToProtein,P46098,Target,Partial agonist
DB00363,DrugToProtein,P28335,Target,Partial agonist
DB00363,DrugToProtein,P50406,Target,Partial agonist
DB00363,DrugToProtein,P34969,Target,Partial agonist
DB00363,DrugToProtein,P18825,Target,Partial agonist
DB00363,DrugToProtein,P35367,Target,Partial agonist
DB00363,DrugToProtein,Q9H3N8,Target,Partial agonist
DB00363,DrugToProtein,P35348,Target,Partial agonist
DB00363,DrugToProtein,P35368,Target,Partial agonist
DB00363,DrugToProtein,P08913,Target,Partial agonist
DB00363,DrugToProtein,P18089,Target,Partial agonist
DB00363,DrugToProtein,P11229,Target,Partial agonist
DB00363,DrugToProtein,P08172,Target,Partial agonist
DB00363,DrugToProtein,P20309,Target,Partial agonist
DB00363,DrugToProtein,P08173,Target,Partial agonist
DB00363,DrugToProtein,P08912,Target,Partial agonist
