GoId:ID(GO),GoTermName,GoTermType,:LABEL
17032,Amino acid:potassium symporter activity,Molecular_function,GO
17038,Protein import,Biological_process,GO
17040,N-acylsphingosine amidohydrolase activity,Molecular_function,GO
17042,Glycosylceramidase activity,Molecular_function,GO
17044,Melanocyte-stimulating hormone activity,Molecular_function,GO
17045,Corticotropin-releasing hormone activity,Molecular_function,GO
17046,Peptide hormone binding,Molecular_function,GO
17050,D-erythro-sphingosine kinase activity,Molecular_function,GO
17051,Retinol dehydratase activity,Molecular_function,GO
17053,Transcription repressor complex,Cellular_component,GO
17054,Negative cofactor 2 complex,Cellular_component,GO
17055,Negative regulation of rna polymerase ii transcription preinitiation complex assembly,Biological_process,GO
17056,Structural constituent of nuclear pore,Molecular_function,GO
17057,6-phosphogluconolactonase activity,Molecular_function,GO
17058,Fh1 domain binding,Molecular_function,GO
17059,Serine palmitoyltransferase complex,Cellular_component,GO
17060,3-galactosyl-n-acetylglucosaminide 4-alpha-l-fucosyltransferase activity,Molecular_function,GO
17061,S-methyl-5-thioadenosine phosphorylase activity,Molecular_function,GO
17062,Respiratory chain complex iii assembly,Biological_process,GO
17064,Fatty acid amide hydrolase activity,Molecular_function,GO
17065,Single-strand selective uracil dna n-glycosylase activity,Molecular_function,GO
17067,Tyrosine-ester sulfotransferase activity,Molecular_function,GO
17069,Snrna binding,Molecular_function,GO
17070,U6 snrna binding,Molecular_function,GO
17071,Intracellular cyclic nucleotide activated cation channel complex,Cellular_component,GO
17075,Syntaxin-1 binding,Molecular_function,GO
17076,Purine nucleotide binding,Molecular_function,GO
17077,Oxidative phosphorylation uncoupler activity,Molecular_function,GO
17080,Sodium channel regulator activity,Molecular_function,GO
17081,Chloride channel regulator activity,Molecular_function,GO
17083,4-galactosyl-n-acetylglucosaminide 3-alpha-l-fucosyltransferase activity,Molecular_function,GO
17084,Delta1-pyrroline-5-carboxylate synthetase activity,Molecular_function,GO
17085,Response to insecticide,Biological_process,GO
17087,Mitochondrial processing peptidase complex,Cellular_component,GO
17089,Glycolipid transfer activity,Molecular_function,GO
17090,Meprin a complex,Cellular_component,GO
17095,Heparan sulfate 6-o-sulfotransferase activity,Molecular_function,GO
17096,Acetylserotonin o-methyltransferase activity,Molecular_function,GO
17098,Sulfonylurea receptor binding,Molecular_function,GO
17099,Very-long-chain fatty acyl-coa dehydrogenase activity,Molecular_function,GO
17101,Aminoacyl-trna synthetase multienzyme complex,Cellular_component,GO
17102,Methionyl glutamyl trna synthetase complex,Cellular_component,GO
17103,Utp:galactose-1-phosphate uridylyltransferase activity,Molecular_function,GO
17105,Acyl-coa delta11-(z)-desaturase activity,Molecular_function,GO
17108,5'-flap endonuclease activity,Molecular_function,GO
17109,Glutamate-cysteine ligase complex,Cellular_component,GO
17110,Nucleoside diphosphate phosphatase activity,Molecular_function,GO
17111,Ribonucleoside triphosphate phosphatase activity,Molecular_function,GO
17113,Dihydropyrimidine dehydrogenase (nadp+) activity,Molecular_function,GO
17116,Single-stranded dna helicase activity,Molecular_function,GO
17117,Single-stranded dna-dependent atp-dependent dna helicase complex,Cellular_component,GO
17118,Lipoyltransferase activity,Molecular_function,GO
17119,Golgi transport complex,Cellular_component,GO
17121,Plasma membrane phospholipid scrambling,Biological_process,GO
17122,Protein n-acetylglucosaminyltransferase complex,Cellular_component,GO
17124,Sh3 domain binding,Molecular_function,GO
17125,Deoxycytidyl transferase activity,Molecular_function,GO
17126,Nucleologenesis,Biological_process,GO
17128,Phospholipid scramblase activity,Molecular_function,GO
17129,Triglyceride binding,Molecular_function,GO
17130,Poly(c) rna binding,Molecular_function,GO
17131,Uridine-rich cytoplasmic polyadenylylation element binding,Molecular_function,GO
17133,Mitochondrial electron transfer flavoprotein complex,Cellular_component,GO
17134,Fibroblast growth factor binding,Molecular_function,GO
17136,Nad-dependent histone deacetylase activity,Molecular_function,GO
17143,Insecticide metabolic process,Biological_process,GO
17145,Stem cell division,Biological_process,GO
17146,Nmda selective glutamate receptor complex,Cellular_component,GO
17147,Wnt-protein binding,Molecular_function,GO
17148,Negative regulation of translation,Biological_process,GO
17150,Trna dihydrouridine synthase activity,Molecular_function,GO
17151,Dead/h-box rna helicase binding,Molecular_function,GO
17153,Sodium:dicarboxylate symporter activity,Molecular_function,GO
17154,Semaphorin receptor activity,Molecular_function,GO
17156,Calcium-ion regulated exocytosis,Biological_process,GO
17157,Regulation of exocytosis,Biological_process,GO
17158,Regulation of calcium ion-dependent exocytosis,Biological_process,GO
17159,Pantetheine hydrolase activity,Molecular_function,GO
17161,"Inositol-1,3,4-trisphosphate 4-phosphatase activity",Molecular_function,GO
17162,Aryl hydrocarbon receptor binding,Molecular_function,GO
17166,Vinculin binding,Molecular_function,GO
17168,5-oxoprolinase (atp-hydrolyzing) activity,Molecular_function,GO
17169,Cdp-alcohol phosphatidyltransferase activity,Molecular_function,GO
17171,Serine hydrolase activity,Molecular_function,GO
17172,Cysteine dioxygenase activity,Molecular_function,GO
17174,Glycine n-methyltransferase activity,Molecular_function,GO
17176,Phosphatidylinositol n-acetylglucosaminyltransferase activity,Molecular_function,GO
17177,Glucosidase ii complex,Cellular_component,GO
17178,Diphthine-ammonia ligase activity,Molecular_function,GO
17183,Protein histidyl modification to diphthamide,Biological_process,GO
17185,Peptidyl-lysine hydroxylation,Biological_process,GO
17186,"Peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase",Biological_process,GO
17187,Peptidyl-glutamic acid carboxylation,Biological_process,GO
17188,Aspartate n-acetyltransferase activity,Molecular_function,GO
17189,N-terminal peptidyl-alanine acetylation,Biological_process,GO
17190,N-terminal peptidyl-aspartic acid acetylation,Biological_process,GO
17192,N-terminal peptidyl-glutamine acetylation,Biological_process,GO
17193,N-terminal peptidyl-glycine acetylation,Biological_process,GO
17194,N-terminal peptidyl-isoleucine acetylation,Biological_process,GO
17195,N-terminal peptidyl-lysine n2-acetylation,Biological_process,GO
17196,N-terminal peptidyl-methionine acetylation,Biological_process,GO
17197,N-terminal peptidyl-proline acetylation,Biological_process,GO
17198,N-terminal peptidyl-serine acetylation,Biological_process,GO
17199,N-terminal peptidyl-threonine acetylation,Biological_process,GO
18000,N-terminal peptidyl-tyrosine acetylation,Biological_process,GO
18001,N-terminal peptidyl-valine acetylation,Biological_process,GO
18002,N-terminal peptidyl-glutamic acid acetylation,Biological_process,GO
18003,Peptidyl-lysine n6-acetylation,Biological_process,GO
18004,N-terminal protein formylation,Biological_process,GO
18005,N-terminal peptidyl-glycine n-formylation,Biological_process,GO
18006,N-terminal protein amino acid glucuronylation,Biological_process,GO
18007,N-terminal peptidyl-glycine n-glucuronylation,Biological_process,GO
18008,N-terminal peptidyl-glycine n-myristoylation,Biological_process,GO
18009,N-terminal peptidyl-l-cysteine n-palmitoylation,Biological_process,GO
18011,N-terminal peptidyl-alanine methylation,Biological_process,GO
18012,N-terminal peptidyl-alanine trimethylation,Biological_process,GO
18013,N-terminal peptidyl-glycine methylation,Biological_process,GO
18014,N-terminal peptidyl-methionine methylation,Biological_process,GO
18015,N-terminal peptidyl-phenylalanine methylation,Biological_process,GO
18016,N-terminal peptidyl-proline dimethylation,Biological_process,GO
18019,N-terminal peptidyl-glutamine methylation,Biological_process,GO
18020,Peptidyl-glutamic acid methylation,Biological_process,GO
18021,Peptidyl-histidine methylation,Biological_process,GO
18022,Peptidyl-lysine methylation,Biological_process,GO
18023,Peptidyl-lysine trimethylation,Biological_process,GO
18025,Calmodulin-lysine n-methyltransferase activity,Molecular_function,GO
18026,Peptidyl-lysine monomethylation,Biological_process,GO
18027,Peptidyl-lysine dimethylation,Biological_process,GO
18028,Peptidyl-lysine myristoylation,Biological_process,GO
18029,Peptidyl-lysine palmitoylation,Biological_process,GO
18030,Peptidyl-lysine n6-myristoyltransferase activity,Molecular_function,GO
18031,Peptidyl-lysine n6-palmitoyltransferase activity,Molecular_function,GO
18032,Protein amidation,Biological_process,GO
18057,Peptidyl-lysine oxidation,Biological_process,GO
18058,"N-terminal protein amino acid deamination, from amino carbon",Biological_process,GO
18059,N-terminal peptidyl-serine deamination,Biological_process,GO
18060,N-terminal peptidyl-cysteine deamination,Biological_process,GO
18061,Peptidyl-l-3-phenyllactic acid biosynthetic process from peptidyl-phenylalanine,Biological_process,GO
18062,Peptidyl-tryptophan succinylation,Biological_process,GO
18063,Cytochrome c-heme linkage,Biological_process,GO
18064,Protein-l-histidine n-tele-methyltransferase activity,Molecular_function,GO
18067,"Peptidyl-l-3',4'-dihydroxyphenylalanine biosynthetic process from peptidyl-tyrosine",Biological_process,GO
18068,"Peptidyl-l-2',4',5'-topaquinone biosynthetic process from peptidyl-tyrosine",Biological_process,GO
18070,Peptidyl-serine phosphopantetheinylation,Biological_process,GO
18071,Nad(p)-cysteine adp-ribosyltransferase activity,Molecular_function,GO
18072,Peptidyl-l-glutamyl 5-glycerylphosphorylethanolamine biosynthetic process from peptidyl-glutamic acid,Biological_process,GO
18076,N-terminal peptidyl-lysine acetylation,Biological_process,GO
18082,Peptidyl-(z)-dehydrobutyrine biosynthetic process from peptidyl-threonine,Biological_process,GO
18083,Peptidyl-l-3-oxoalanine biosynthetic process from peptidyl-cysteine or peptidyl-serine,Biological_process,GO
18084,Peptidyl-lactic acid biosynthetic process from peptidyl-serine,Biological_process,GO
18085,Peptidyl-l-amino acid racemization,Biological_process,GO
18094,Protein polyglycylation,Biological_process,GO
18095,Protein polyglutamylation,Biological_process,GO
18102,Peptidyl-arginine hydroxylation to peptidyl-4-hydroxy-l-arginine,Biological_process,GO
18103,Protein c-linked glycosylation,Biological_process,GO
18104,Peptidoglycan-protein cross-linking,Biological_process,GO
18105,Peptidyl-serine phosphorylation,Biological_process,GO
18106,Peptidyl-histidine phosphorylation,Biological_process,GO
18107,Peptidyl-threonine phosphorylation,Biological_process,GO
18108,Peptidyl-tyrosine phosphorylation,Biological_process,GO
18109,Peptidyl-arginine phosphorylation,Biological_process,GO
18111,Methionine racemase activity,Molecular_function,GO
18112,Proline racemase activity,Molecular_function,GO
18113,Lysine racemase activity,Molecular_function,GO
18114,Threonine racemase activity,Molecular_function,GO
18115,Peptidyl-s-diphytanylglycerol diether-l-cysteine biosynthetic process from peptidyl-cysteine,Biological_process,GO
18116,Peptidyl-lysine adenylylation,Biological_process,GO
18117,Protein adenylylation,Biological_process,GO
18119,Peptidyl-cysteine s-nitrosylation,Biological_process,GO
18121,Nad(p)-asparagine adp-ribosyltransferase activity,Molecular_function,GO
18125,Peptidyl-cysteine methylation,Biological_process,GO
18126,Protein hydroxylation,Biological_process,GO
18127,Nad(p)-serine adp-ribosyltransferase activity,Molecular_function,GO
18129,Peptidyl-oxazoline dehydrogenase activity,Molecular_function,GO
18131,Oxazole or thiazole biosynthetic process,Biological_process,GO
18136,Peptidyl-thiazoline dehydrogenase activity,Molecular_function,GO
18143,Nucleic acid-protein covalent cross-linking,Biological_process,GO
18144,Rna-protein covalent cross-linking,Biological_process,GO
18146,Keratan sulfate biosynthetic process,Biological_process,GO
18147,Molybdenum incorporation via l-selenocysteinyl molybdenum bis(molybdopterin guanine dinucleotide),Biological_process,GO
18148,Rna-protein covalent cross-linking via peptidyl-tyrosine,Biological_process,GO
18149,Peptide cross-linking,Biological_process,GO
18153,Isopeptide cross-linking via n6-(l-isoglutamyl)-l-lysine,Biological_process,GO
18158,Protein oxidation,Biological_process,GO
18159,Peptidyl-methionine oxidation,Biological_process,GO
18160,Peptidyl-pyrromethane cofactor linkage,Biological_process,GO
18161,Dipyrrin biosynthetic process,Biological_process,GO
18165,Peptidyl-tyrosine uridylylation,Biological_process,GO
18167,Protein-phycoerythrobilin linkage via phycoerythrobilin-bis-l-cysteine,Biological_process,GO
18168,Protein-phycoerythrobilin linkage via s-phycoerythrobilin-l-cysteine,Biological_process,GO
18169,Ribosomal s6-glutamic acid ligase activity,Molecular_function,GO
18171,Peptidyl-cysteine oxidation,Biological_process,GO
18172,"Peptidyl-l-3',4',5'-trihydroxyphenylalanine biosynthetic process from peptidyl-tyrosine",Biological_process,GO
18173,Peptidyl-1-thioglycine biosynthetic process from peptidyl-glycine,Biological_process,GO
18174,Protein-heme p460 linkage,Biological_process,GO
18175,Protein nucleotidylation,Biological_process,GO
18177,Protein uridylylation,Biological_process,GO
18178,Peptidyl-threonine adenylylation,Biological_process,GO
18180,Protein desulfurization,Biological_process,GO
18182,Protein-heme linkage via 3'-l-histidine,Biological_process,GO
18184,Protein polyamination,Biological_process,GO
18185,Poly-n-methyl-propylamination,Biological_process,GO
18186,Peroxidase-heme linkage,Biological_process,GO
18187,Molybdenum incorporation via l-cysteinyl molybdopterin guanine dinucleotide,Biological_process,GO
18188,Peptidyl-proline di-hydroxylation,Biological_process,GO
18189,Pyrroloquinoline quinone biosynthetic process,Biological_process,GO
18190,Protein octanoylation,Biological_process,GO
18191,Peptidyl-serine octanoylation,Biological_process,GO
18193,Peptidyl-amino acid modification,Biological_process,GO
18194,Peptidyl-alanine modification,Biological_process,GO
18195,Peptidyl-arginine modification,Biological_process,GO
18197,Peptidyl-aspartic acid modification,Biological_process,GO
18198,Peptidyl-cysteine modification,Biological_process,GO
18199,Peptidyl-glutamine modification,Biological_process,GO
18200,Peptidyl-glutamic acid modification,Biological_process,GO
18201,Peptidyl-glycine modification,Biological_process,GO
18202,Peptidyl-histidine modification,Biological_process,GO
18203,Peptidyl-isoleucine modification,Biological_process,GO
18204,Peptidyl-leucine modification,Biological_process,GO
18205,Peptidyl-lysine modification,Biological_process,GO
18206,Peptidyl-methionine modification,Biological_process,GO
18207,Peptidyl-phenylalanine modification,Biological_process,GO
18208,Peptidyl-proline modification,Biological_process,GO
18209,Peptidyl-serine modification,Biological_process,GO
18210,Peptidyl-threonine modification,Biological_process,GO
18211,Peptidyl-tryptophan modification,Biological_process,GO
18212,Peptidyl-tyrosine modification,Biological_process,GO
18213,Peptidyl-valine modification,Biological_process,GO
18214,Protein carboxylation,Biological_process,GO
18215,Protein phosphopantetheinylation,Biological_process,GO
18216,Peptidyl-arginine methylation,Biological_process,GO
18217,Peptidyl-aspartic acid phosphorylation,Biological_process,GO
18218,Peptidyl-cysteine phosphorylation,Biological_process,GO
18219,Peptidyl-cysteine s-acetylation,Biological_process,GO
18220,Peptidyl-threonine palmitoylation,Biological_process,GO
18221,Peptidyl-serine palmitoylation,Biological_process,GO
18226,Peptidyl-s-farnesyl-l-cysteine biosynthetic process from peptidyl-cysteine,Biological_process,GO
18227,Peptidyl-s-12-hydroxyfarnesyl-l-cysteine biosynthetic process from peptidyl-cysteine,Biological_process,GO
18228,Peptidyl-s-geranylgeranyl-l-cysteine biosynthetic process from peptidyl-cysteine,Biological_process,GO
18230,Peptidyl-l-cysteine s-palmitoylation,Biological_process,GO
18231,Peptidyl-s-diacylglycerol-l-cysteine biosynthetic process from peptidyl-cysteine,Biological_process,GO
18235,Peptidyl-lysine carboxylation,Biological_process,GO
18237,Urease activator activity,Molecular_function,GO
18238,Peptidyl-lysine carboxyethylation,Biological_process,GO
18240,Protein s-linked glycosylation via cysteine,Biological_process,GO
18241,Protein o-linked glycosylation via hydroxylysine,Biological_process,GO
18242,Protein o-linked glycosylation via serine,Biological_process,GO
18243,Protein o-linked glycosylation via threonine,Biological_process,GO
18244,Protein n-linked glycosylation via tryptophan,Biological_process,GO
18245,Protein o-linked glycosylation via tyrosine,Biological_process,GO
18246,Protein-coenzyme a linkage,Biological_process,GO
18247,Protein-phosphoribosyl dephospho-coenzyme a linkage,Biological_process,GO
18249,Protein dehydration,Biological_process,GO
18250,Peptidyl-dehydroalanine biosynthetic process from peptidyl-tyrosine or peptidyl-serine,Biological_process,GO
18251,Peptidyl-tyrosine dehydrogenation,Biological_process,GO
18254,Peptidyl-tyrosine adenylylation,Biological_process,GO
18256,Protein formylation,Biological_process,GO
18257,Peptidyl-lysine formylation,Biological_process,GO
18258,Protein o-linked glycosylation via hydroxyproline,Biological_process,GO
18259,Rna-protein covalent cross-linking via peptidyl-serine,Biological_process,GO
18260,Protein guanylylation,Biological_process,GO
18261,Peptidyl-lysine guanylylation,Biological_process,GO
18262,Isopeptide cross-linking,Biological_process,GO
18265,Gpi anchor biosynthetic process via n-asparaginyl-glycosylphosphatidylinositolethanolamine,Biological_process,GO
18266,Gpi anchor biosynthetic process via n-aspartyl-glycosylphosphatidylinositolethanolamine,Biological_process,GO
18267,Gpi anchor biosynthetic process via n-cysteinyl-glycosylphosphatidylinositolethanolamine,Biological_process,GO
18268,Gpi anchor biosynthetic process via n-glycyl-glycosylphosphatidylinositolethanolamine,Biological_process,GO
18269,Gpi anchor biosynthetic process via n-seryl-glycosylphosphatidylinositolethanolamine,Biological_process,GO
18270,Gpi anchor biosynthetic process via n-alanyl-glycosylphosphatidylinositolethanolamine,Biological_process,GO
18271,Biotin-protein ligase activity,Molecular_function,GO
18272,Protein-pyridoxal-5-phosphate linkage via peptidyl-n6-pyridoxal phosphate-l-lysine,Biological_process,GO
18275,N-terminal peptidyl-cysteine acetylation,Biological_process,GO
18277,Protein deamination,Biological_process,GO
18278,N-terminal peptidyl-threonine deamination,Biological_process,GO
18279,Protein n-linked glycosylation via asparagine,Biological_process,GO
18280,Protein s-linked glycosylation,Biological_process,GO
18281,Gsi anchor biosynthetic process via n-seryl-glycosylsphingolipidinositolethanolamine,Biological_process,GO
18282,Metal incorporation into metallo-sulfur cluster,Biological_process,GO
18283,Iron incorporation into metallo-sulfur cluster,Biological_process,GO
18284,Iron incorporation into protein via tetrakis-l-cysteinyl iron,Biological_process,GO
18285,Iron incorporation into iron-sulfur cluster via tetrakis-l-cysteinyl diiron disulfide,Biological_process,GO
18287,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl triiron tetrasulfide,Biological_process,GO
18288,Iron incorporation into iron-sulfur cluster via tetrakis-l-cysteinyl tetrairon tetrasulfide,Biological_process,GO
18289,Molybdenum incorporation into metallo-sulfur cluster,Biological_process,GO
18290,Iron and molybdenum incorporation into iron-molybdenum-sulfur cluster via l-cysteinyl homocitryl molybdenum-heptairon-nonasulfide,Biological_process,GO
18291,Molybdenum incorporation into iron-sulfur cluster,Biological_process,GO
18292,Molybdenum incorporation via l-cysteinyl molybdopterin,Biological_process,GO
18293,Protein-fad linkage,Biological_process,GO
18294,Protein-fad linkage via s-(8alpha-fad)-l-cysteine,Biological_process,GO
18295,Protein-fad linkage via 3'-(8alpha-fad)-l-histidine,Biological_process,GO
18296,Protein-fad linkage via o4'-(8alpha-fad)-l-tyrosine,Biological_process,GO
18297,Protein-fad linkage via 1'-(8alpha-fad)-l-histidine,Biological_process,GO
18299,Iron incorporation into the rieske iron-sulfur cluster via bis-l-cysteinyl bis-l-histidino diiron disulfide,Biological_process,GO
18301,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl-l-cysteine persulfido-bis-l-glutamato-l-histidino tetrairon,Biological_process,GO
18302,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl-l-n1'-histidino tetrairon tetrasulfide,Biological_process,GO
18303,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl-l-n3'-histidino tetrairon tetrasulfide,Biological_process,GO
18304,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl-l-aspartato tetrairon tetrasulfide,Biological_process,GO
18305,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl-l-serinyl tetrairon tetrasulfide,Biological_process,GO
18306,Iron incorporation into iron-sulfur cluster via bis-l-cysteinyl-l-n3'-histidino-l-serinyl tetrairon tetrasulfide,Biological_process,GO
18315,Molybdenum incorporation into molybdenum-molybdopterin complex,Biological_process,GO
18316,Peptide cross-linking via l-cystine,Biological_process,GO
18317,Protein c-linked glycosylation via tryptophan,Biological_process,GO
18321,Protein glucuronylation,Biological_process,GO
18335,Protein succinylation,Biological_process,GO
18336,Peptidyl-tyrosine hydroxylation,Biological_process,GO
18339,Peptidyl-l-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid,Biological_process,GO
18340,Peptidyl-o-(sn-1-glycerophosphoryl)-l-serine biosynthetic process from peptidyl-serine,Biological_process,GO
18341,Peptidyl-lysine modification to peptidyl-n6-pyruvic acid 2-iminyl-l-lysine,Biological_process,GO
18342,Protein prenylation,Biological_process,GO
18343,Protein farnesylation,Biological_process,GO
18344,Protein geranylgeranylation,Biological_process,GO
18345,Protein palmitoylation,Biological_process,GO
18352,Protein-pyridoxal-5-phosphate linkage,Biological_process,GO
18353,Protein-phycocyanobilin linkage via s-phycocyanobilin-l-cysteine,Biological_process,GO
18355,Protein-phosphoribosyl dephospho-coenzyme a linkage via o-(phosphoribosyl dephospho-coenzyme a)-l-serine,Biological_process,GO
18356,Protein-phycobiliviolin linkage via s-phycobiliviolin-l-cysteine,Biological_process,GO
18357,Protein-phycourobilin linkage via phycourobilin-bis-l-cysteine,Biological_process,GO
18358,Protein-phytochromobilin linkage via s-phytochromobilin-l-cysteine,Biological_process,GO
18359,Protein-heme p460 linkage via heme p460-bis-l-cysteine-l-tyrosine,Biological_process,GO
18360,Protein-heme p460 linkage via heme p460-bis-l-cysteine-l-lysine,Biological_process,GO
18361,Peptidyl-glutamine 2-methylation,Biological_process,GO
18362,Peroxidase-heme linkage via dihydroxyheme-l-aspartyl ester-l-glutamyl ester,Biological_process,GO
18363,Peroxidase-heme linkage via dihydroxyheme-l-aspartyl ester-l-glutamyl ester-l-methionine sulfonium,Biological_process,GO
18364,Peptidyl-glutamine methylation,Biological_process,GO
18365,Protein-serine epimerase activity,Molecular_function,GO
18366,Chiral amino acid racemization,Biological_process,GO
18377,Protein myristoylation,Biological_process,GO
18378,Cytochrome c-heme linkage via heme-l-cysteine,Biological_process,GO
18379,Cytochrome c-heme linkage via heme-bis-l-cysteine,Biological_process,GO
18386,N-terminal peptidyl-cysteine condensation with pyruvate to form n-pyruvic acid 2-iminyl-l-cysteine,Biological_process,GO
18387,N-terminal peptidyl-amino acid deamination to pyruvic acid,Biological_process,GO
18388,N-terminal peptidyl-valine condensation with pyruvate to form n-pyruvic acid 2-iminyl-l-valine,Biological_process,GO
18389,N-terminal peptidyl-valine deamination,Biological_process,GO
18392,Glycoprotein 3-alpha-l-fucosyltransferase activity,Molecular_function,GO
18393,Internal peptidyl-lysine acetylation,Biological_process,GO
18394,Peptidyl-lysine acetylation,Biological_process,GO
18395,Peptidyl-lysine hydroxylation to 5-hydroxy-l-lysine,Biological_process,GO
18396,Peptidyl-lysine hydroxylation to 4-hydroxy-l-lysine,Biological_process,GO
18400,Peptidyl-proline hydroxylation to 3-hydroxy-l-proline,Biological_process,GO
18401,Peptidyl-proline hydroxylation to 4-hydroxy-l-proline,Biological_process,GO
18402,Protein-chondroitin sulfate linkage via chondroitin sulfate d-glucuronyl-d-galactosyl-d-galactosyl-d-xylosyl-l-serine,Biological_process,GO
18403,Protein-dermatan sulfate linkage via dermatan 4-sulfate d-glucuronyl-d-galactosyl-d-galactosyl-d-xylosyl-l-serine,Biological_process,GO
18404,Protein-heparan sulfate linkage via heparan sulfate d-glucuronyl-d-galactosyl-d-galactosyl-d-xylosyl-l-serine,Biological_process,GO
18405,Protein-keratan sulfate linkage via keratan sulfate d-glucuronyl-d-galactosyl-d-galactosyl-d-xylosyl-l-threonine,Biological_process,GO
18406,Protein c-linked glycosylation via 2'-alpha-mannosyl-l-tryptophan,Biological_process,GO
18410,C-terminal protein amino acid modification,Biological_process,GO
18411,Protein glucuronidation,Biological_process,GO
18412,Protein o-glucuronidation,Biological_process,GO
18413,Peptidyl-serine o-glucuronidation,Biological_process,GO
18414,Nickel incorporation into metallo-sulfur cluster,Biological_process,GO
18415,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl l-cysteine persulfido bis-l-glutamato l-histidino nickel triiron disulfide trioxide,Biological_process,GO
18416,Nickel incorporation into iron-sulfur cluster via tris-l-cysteinyl l-cysteine persulfido bis-l-glutamato l-histidino nickel triiron disulfide trioxide,Biological_process,GO
18417,Iron incorporation into iron-sulfur cluster via tris-l-cysteinyl l-cysteine persulfido l-glutamato l-histidino l-serinyl nickel triiron disulfide trioxide,Biological_process,GO
18418,Nickel incorporation into iron-sulfur cluster via tris-l-cysteinyl l-cysteine persulfido l-glutamato l-histidino l-serinyl nickel triiron disulfide trioxide,Biological_process,GO
18419,Protein catenane formation,Biological_process,GO
18421,Udp-n-acetylglucosamine:serine-protein n-acetylglucosamine-1-phosphotransferase activity,Molecular_function,GO
18422,Gdp-mannose:serine-protein mannose-1-phosphotransferase activity,Molecular_function,GO
18423,Protein c-terminal leucine carboxyl o-methyltransferase activity,Molecular_function,GO
18425,O3-(n-acetylglucosamine-1-phosphoryl)-l-serine biosynthetic process,Biological_process,GO
18426,O3-(phosphoglycosyl-d-mannose-1-phosphoryl)-l-serine biosynthetic process,Biological_process,GO
18427,Copper incorporation into metallo-sulfur cluster,Biological_process,GO
18428,Copper incorporation into copper-sulfur cluster,Biological_process,GO
18429,Copper incorporation into copper-sulfur cluster via heptakis-l-histidino tetracopper mu4-sulfide hydroxide,Biological_process,GO
18441,Iron incorporation into iron-sulfur cluster via hexakis-l-cysteinyl l-serinyl octairon heptasulfide,Biological_process,GO
18444,Translation release factor complex,Cellular_component,GO
18445,Prothoracicotrophic hormone activity,Molecular_function,GO
18446,Pinocarveol dehydrogenase activity,Molecular_function,GO
18447,Chloral hydrate dehydrogenase activity,Molecular_function,GO
18448,Hydroxymethylmethylsilanediol oxidase activity,Molecular_function,GO
18449,1-phenylethanol dehydrogenase activity,Molecular_function,GO
18450,Myrtenol dehydrogenase activity,Molecular_function,GO
18451,Epoxide dehydrogenase activity,Molecular_function,GO
18452,5-exo-hydroxycamphor dehydrogenase activity,Molecular_function,GO
18453,2-hydroxytetrahydrofuran dehydrogenase activity,Molecular_function,GO
18454,Acetoacetyl-coa reductase activity,Molecular_function,GO
18455,Alcohol dehydrogenase [nad(p)+] activity,Molecular_function,GO
18456,Aryl-alcohol dehydrogenase (nad+) activity,Molecular_function,GO
18457,Perillyl-alcohol dehydrogenase (nad+) activity,Molecular_function,GO
18458,Isopiperitenol dehydrogenase activity,Molecular_function,GO
18459,Carveol dehydrogenase activity,Molecular_function,GO
18460,Cyclohexanol dehydrogenase activity,Molecular_function,GO
18461,Fluoren-9-ol dehydrogenase activity,Molecular_function,GO
18462,4-(hydroxymethyl)benzenesulfonate dehydrogenase activity,Molecular_function,GO
18463,6-hydroxyhexanoate dehydrogenase activity,Molecular_function,GO
18464,3-hydroxypimeloyl-coa dehydrogenase activity,Molecular_function,GO
18465,Vanillyl-alcohol oxidase activity,Molecular_function,GO
18466,"Limonene-1,2-diol dehydrogenase activity",Molecular_function,GO
18467,Formaldehyde dehydrogenase (nad+) activity,Molecular_function,GO
18469,Myrtenal dehydrogenase activity,Molecular_function,GO
18470,4-hydroxybutaraldehyde dehydrogenase activity,Molecular_function,GO
18471,4-chlorobenzaldehyde oxidase activity,Molecular_function,GO
18472,1-hydroxy-2-naphthaldehyde dehydrogenase activity,Molecular_function,GO
18473,"Cis-2-methyl-5-isopropylhexa-2,5-dienal dehydrogenase activity",Molecular_function,GO
18474,2-formylbenzoate dehydrogenase (nad+) activity,Molecular_function,GO
18475,"Trans-2-methyl-5-isopropylhexa-2,5-dienal dehydrogenase activity",Molecular_function,GO
18477,Benzaldehyde dehydrogenase (nadp+) activity,Molecular_function,GO
18478,Malonate-semialdehyde dehydrogenase (acetylating) activity,Molecular_function,GO
18479,Benzaldehyde dehydrogenase (nad+) activity,Molecular_function,GO
18480,5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity,Molecular_function,GO
18481,4-hydroxymuconic-semialdehyde dehydrogenase activity,Molecular_function,GO
18482,4-formylbenzenesulfonate dehydrogenase activity,Molecular_function,GO
