PathwayId:ID(Pathway),PathwayName,:LABEL
R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,Pathway
R-HSA-73893,DNA Damage Bypass,Pathway
R-HSA-5696394,DNA Damage Recognition in GG-NER,Pathway
R-HSA-73942,DNA Damage Reversal,Pathway
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,Pathway
R-HSA-5693606,DNA Double Strand Break Response,Pathway
R-HSA-5693532,DNA Double-Strand Break Repair,Pathway
R-HSA-73894,DNA Repair,Pathway
R-HSA-69306,DNA Replication,Pathway
R-HSA-69002,DNA Replication Pre-Initiation,Pathway
R-HSA-5334118,DNA methylation,Pathway
R-HSA-68952,DNA replication initiation,Pathway
R-HSA-69190,DNA strand elongation,Pathway
R-HSA-376172,DSCAM interactions,Pathway
R-HSA-9669914,Dasatinib-resistant KIT mutants,Pathway
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,Pathway
R-HSA-429947,Deadenylation of mRNA,Pathway
R-HSA-429914,Deadenylation-dependent mRNA decay,Pathway
R-HSA-73887,Death Receptor Signaling,Pathway
R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,Pathway
R-HSA-5621480,Dectin-2 family,Pathway
R-HSA-5682113,Defective ABCA1 causes TGD,Pathway
R-HSA-5682294,Defective ABCA12 causes ARCI4B,Pathway
R-HSA-5688399,Defective ABCA3 causes SMDP3,Pathway
R-HSA-5683678,Defective ABCA3 causes SMDP3,Pathway
R-HSA-5678520,Defective ABCB11 causes PFIC2 and BRIC2,Pathway
R-HSA-5678771,"Defective ABCB4 causes PFIC3, ICP3 and GBD1",Pathway
R-HSA-5683371,Defective ABCB6 causes MCOPCB7,Pathway
R-HSA-5679001,Defective ABCC2 causes DJS,Pathway
R-HSA-5690338,Defective ABCC6 causes PXE,Pathway
R-HSA-5683177,Defective ABCC8 can cause hypo- and hyper-glycemias,Pathway
R-HSA-5678420,"Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome",Pathway
R-HSA-5684045,Defective ABCD1 causes ALD,Pathway
R-HSA-5683329,Defective ABCD4 causes MAHCJ,Pathway
R-HSA-5679096,Defective ABCG5 causes sitosterolemia,Pathway
R-HSA-5679090,Defective ABCG8 causes GBD4 and sitosterolemia,Pathway
R-HSA-5579031,Defective ACTH causes obesity and POMCD,Pathway
R-HSA-5579007,Defective ACY1 causes encephalopathy,Pathway
R-HSA-9734735,Defective ADA disrupts (deoxy)adenosine deamination,Pathway
R-HSA-5578997,Defective AHCY causes HMAHCHD,Pathway
R-HSA-4549380,Defective ALG1 causes CDG-1k,Pathway
R-HSA-4551295,Defective ALG11 causes CDG-1p,Pathway
R-HSA-4720489,Defective ALG12 causes CDG-1g,Pathway
R-HSA-5633231,Defective ALG14 causes ALG14-CMS,Pathway
R-HSA-4549349,Defective ALG2 causes CDG-1i,Pathway
R-HSA-4720475,Defective ALG3 causes CDG-1d,Pathway
R-HSA-4724289,Defective ALG6 causes CDG-1c,Pathway
R-HSA-4724325,Defective ALG8 causes CDG-1h,Pathway
R-HSA-4720454,Defective ALG9 causes CDG-1l,Pathway
R-HSA-3359462,Defective AMN causes MGA1,Pathway
R-HSA-9734195,Defective APRT disrupts adenine salvage,Pathway
R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",Pathway
R-HSA-9036092,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI),Pathway
R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,Pathway
R-HSA-5083635,Defective B3GALTL causes PpS,Pathway
R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,Pathway
R-HSA-3656244,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),Pathway
R-HSA-4793953,Defective B4GALT1 causes CDG-2d,Pathway
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",Pathway
R-HSA-3371598,Defective BTD causes biotidinase deficiency,Pathway
R-HSA-9605310,Defective Base Excision Repair Associated with MUTYH,Pathway
R-HSA-9616334,Defective Base Excision Repair Associated with NEIL1,Pathway
R-HSA-9629232,Defective Base Excision Repair Associated with NEIL3,Pathway
R-HSA-9616333,Defective Base Excision Repair Associated with NTHL1,Pathway
R-HSA-9656249,Defective Base Excision Repair Associated with OGG1,Pathway
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,Pathway
R-HSA-3359457,Defective CBLIF causes IFD,Pathway
R-HSA-3359485,Defective CD320 causes MMATC,Pathway
R-HSA-5678895,Defective CFTR causes cystic fibrosis,Pathway
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",Pathway
R-HSA-3595172,Defective CHST3 causes SEDCJD,Pathway
R-HSA-3656225,Defective CHST6 causes MCDC1,Pathway
R-HSA-3595177,Defective CHSY1 causes TPBS,Pathway
R-HSA-5619060,Defective CP causes aceruloplasminemia (ACERULOP),Pathway
R-HSA-5688890,Defective CSF2RA causes SMDP4,Pathway
R-HSA-5688849,Defective CSF2RB causes SMDP5,Pathway
R-HSA-3359463,Defective CUBN causes MGA1,Pathway
R-HSA-5579026,Defective CYP11A1 causes AICSR,Pathway
R-HSA-5579017,Defective CYP11B1 causes AH4,Pathway
R-HSA-5579009,Defective CYP11B2 causes CMO-1 deficiency,Pathway
R-HSA-5579028,Defective CYP17A1 causes AH5,Pathway
R-HSA-5579030,Defective CYP19A1 causes AEXS,Pathway
R-HSA-5579000,Defective CYP1B1 causes Glaucoma,Pathway
R-HSA-5579021,Defective CYP21A2 causes AH3,Pathway
R-HSA-5579010,Defective CYP24A1 causes HCAI,Pathway
R-HSA-5579015,Defective CYP26B1 causes RHFCA,Pathway
R-HSA-5579004,Defective CYP26C1 causes FFDD4,Pathway
R-HSA-5578996,Defective CYP27A1 causes CTX,Pathway
R-HSA-5579014,Defective CYP27B1 causes VDDR1A,Pathway
R-HSA-5579027,Defective CYP27B1 causes VDDR1B,Pathway
R-HSA-5579011,Defective CYP2U1 causes SPG56,Pathway
R-HSA-5579005,Defective CYP4F22 causes ARCI5,Pathway
R-HSA-5579013,Defective CYP7B1 causes SPG5A and CBAS3,Pathway
R-HSA-4755609,Defective DHDDS causes RP59,Pathway
R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,Pathway
R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,Pathway
R-HSA-4755583,Defective DOLK causes DOLK-CDG,Pathway
R-HSA-4549356,"Defective DPAGT1 causes CDG-1j, CMSTA2",Pathway
R-HSA-4717374,Defective DPM1 causes DPM1-CDG,Pathway
R-HSA-4719377,Defective DPM2 causes DPM2-CDG,Pathway
R-HSA-4719360,Defective DPM3 causes DPM3-CDG,Pathway
R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",Pathway
R-HSA-3656237,Defective EXT2 causes exostoses 2,Pathway
R-HSA-9672387,Defective F8 accelerates dissociation of the A2 domain,Pathway
R-HSA-9672395,Defective F8 binding to the cell membrane,Pathway
R-HSA-9672393,Defective F8 binding to von Willebrand factor,Pathway
R-HSA-9672391,Defective F8 cleavage by thrombin,Pathway
R-HSA-9672397,Defective F8 secretion,Pathway
R-HSA-9674519,Defective F8 sulfation at Y1699,Pathway
R-HSA-9673221,Defective F9 activation,Pathway
R-HSA-9673218,Defective F9 secretion,Pathway
R-HSA-9673202,Defective F9 variant does not activate FX,Pathway
R-HSA-5579019,Defective FMO3 causes TMAU,Pathway
R-HSA-5609977,Defective GALE causes EDG,Pathway
R-HSA-5609976,Defective GALK1 causes GALCT2,Pathway
R-HSA-5083636,Defective GALNT12 causes CRCS1,Pathway
R-HSA-5083625,Defective GALNT3 causes HFTC,Pathway
R-HSA-5609978,Defective GALT can cause GALCT,Pathway
R-HSA-5619073,Defective GCK causes maturity-onset diabetes of the young 2 (MODY2),Pathway
R-HSA-5578999,Defective GCLC causes HAGGSD,Pathway
R-HSA-4085023,Defective GFPT1 causes CMSTA1,Pathway
R-HSA-5579022,Defective GGT1 causes GLUTH,Pathway
R-HSA-9035968,Defective GGT1 in aflatoxin detoxification causes GLUTH,Pathway
R-HSA-4085011,"Defective GNE causes sialuria, NK and IBM2",Pathway
R-HSA-5579006,Defective GSS causes GSS deficiency,Pathway
R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,Pathway
R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,Pathway
R-HSA-3656234,Defective HEXA causes GM2G1,Pathway
R-HSA-3656248,Defective HEXB causes GM2G2,Pathway
R-HSA-5619056,Defective HK1 causes hexokinase deficiency (HK deficiency),Pathway
R-HSA-3371599,Defective HLCS causes multiple carboxylase deficiency,Pathway
R-HSA-9734281,Defective HPRT1 disrupts guanine and hypoxanthine salvage,Pathway
R-HSA-9670621,Defective Inhibition of DNA Recombination at Telomere,Pathway
R-HSA-9670615,Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations,Pathway
R-HSA-9670613,Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations,Pathway
R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,Pathway
R-HSA-9645722,Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function,Pathway
R-HSA-5083627,Defective LARGE causes MDDGA6 and MDDGB6,Pathway
R-HSA-5083630,Defective LFNG causes SCDO3,Pathway
R-HSA-4793950,Defective MAN1B1 causes MRT15,Pathway
R-HSA-5579012,Defective MAOA causes BRUNS,Pathway
R-HSA-5579024,Defective MAT1A causes MATD,Pathway
R-HSA-4793952,Defective MGAT2 causes CDG-2a,Pathway
R-HSA-3359475,"Defective MMAA causes MMA, cblA type",Pathway
R-HSA-3359471,"Defective MMAB causes MMA, cblB type",Pathway
R-HSA-3359474,Defective MMACHC causes MAHCC,Pathway
R-HSA-3359473,Defective MMADHC causes MMAHCD,Pathway
R-HSA-4793954,Defective MOGS causes CDG-2b,Pathway
R-HSA-4687000,Defective MPDU1 causes CDG-1f,Pathway
R-HSA-4043916,Defective MPI causes MPI-CDG,Pathway
R-HSA-3359469,Defective MTR causes HMAG,Pathway
R-HSA-3359467,Defective MTRR causes HMAE,Pathway
R-HSA-3359478,Defective MUT causes MMAM,Pathway
R-HSA-9608287,Defective MUTYH substrate binding,Pathway
R-HSA-9608290,Defective MUTYH substrate processing,Pathway
R-HSA-5545483,Defective Mismatch Repair Associated With MLH1,Pathway
R-HSA-5632928,Defective Mismatch Repair Associated With MSH2,Pathway
R-HSA-5632927,Defective Mismatch Repair Associated With MSH3,Pathway
R-HSA-5632968,Defective Mismatch Repair Associated With MSH6,Pathway
R-HSA-5632987,Defective Mismatch Repair Associated With PMS2,Pathway
R-HSA-4341670,Defective NEU1 causes sialidosis,Pathway
R-HSA-9630222,Defective NTHL1 substrate binding,Pathway
R-HSA-9630221,Defective NTHL1 substrate processing,Pathway
R-HSA-9657050,Defective OGG1 Localization,Pathway
R-HSA-9656255,Defective OGG1 Substrate Binding,Pathway
R-HSA-9656256,Defective OGG1 Substrate Processing,Pathway
R-HSA-5578998,Defective OPLAH causes OPLAHD,Pathway
R-HSA-3560796,Defective PAPSS2 causes SEMD-PA,Pathway
R-HSA-5609974,Defective PGM1 causes PGM1-CDG,Pathway
R-HSA-4043911,Defective PMM2 causes PMM2-CDG,Pathway
R-HSA-9735763,Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine,Pathway
R-HSA-5083628,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",Pathway
R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",Pathway
R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",Pathway
R-HSA-4570571,Defective RFT1 causes CDG-1n,Pathway
R-HSA-5619042,Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN),Pathway
R-HSA-9693928,Defective RIPK1-mediated regulated necrosis,Pathway
R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,Pathway
R-HSA-5687868,Defective SFTPA2 causes IPF,Pathway
R-HSA-5619048,"Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)",Pathway
R-HSA-5619104,Defective SLC12A1 causes Bartter syndrome 1 (BS1),Pathway
R-HSA-5619087,Defective SLC12A3 causes Gitelman syndrome (GS),Pathway
R-HSA-5619039,"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)",Pathway
R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),Pathway
R-HSA-5619035,Defective SLC17A5 causes Salla disease (SD) and ISSD,Pathway
R-HSA-5619076,Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25),Pathway
R-HSA-5619067,Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA),Pathway
R-HSA-5619062,Defective SLC1A3 causes episodic ataxia 6 (EA6),Pathway
R-HSA-5619111,Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1),Pathway
R-HSA-5619071,Defective SLC22A12 causes renal hypouricemia 1 (RHUC1),Pathway
R-HSA-5619066,Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1),Pathway
R-HSA-5619053,Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP),Pathway
R-HSA-5619077,Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D),Pathway
R-HSA-5619055,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),Pathway
R-HSA-5619036,Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6),Pathway
R-HSA-3560792,Defective SLC26A2 causes chondrodysplasias,Pathway
R-HSA-5619085,Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1),Pathway
R-HSA-5619046,Defective SLC26A4 causes Pendred syndrome (PDS),Pathway
R-HSA-5619108,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),Pathway
R-HSA-5619063,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),Pathway
R-HSA-5619043,Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1),Pathway
R-HSA-5619068,Defective SLC2A10 causes arterial tortuosity syndrome (ATS),Pathway
R-HSA-5619098,Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS),Pathway
R-HSA-5619047,Defective SLC2A9 causes hypouricemia renal 2 (RHUC2),Pathway
R-HSA-5619061,Defective SLC33A1 causes spastic paraplegia 42 (SPG42),Pathway
R-HSA-5619040,Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1),Pathway
R-HSA-5687583,Defective SLC34A2 causes PALM,Pathway
R-HSA-5619045,Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),Pathway
R-HSA-5619097,Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH),Pathway
R-HSA-5619037,Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),Pathway
R-HSA-5663020,Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),Pathway
R-HSA-5619072,Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M),Pathway
R-HSA-5619083,"Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",Pathway
R-HSA-5619078,Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C),Pathway
R-HSA-5579020,Defective SLC35D1 causes SCHBCKD,Pathway
R-HSA-5619041,Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG),Pathway
R-HSA-5619088,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",Pathway
R-HSA-5619113,Defective SLC3A1 causes cystinuria (CSNU),Pathway
R-HSA-5655799,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),Pathway
R-HSA-5619049,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),Pathway
R-HSA-5619050,"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",Pathway
R-HSA-5619054,"Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)",Pathway
R-HSA-5656364,Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM),Pathway
R-HSA-5658208,Defective SLC5A2 causes renal glucosuria (GLYS1),Pathway
R-HSA-5619096,Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1),Pathway
R-HSA-5658471,Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),Pathway
R-HSA-5619114,Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),Pathway
R-HSA-5659729,Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,Pathway
R-HSA-5619079,Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,Pathway
R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),Pathway
R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),Pathway
R-HSA-5619109,Defective SLC6A2 causes orthostatic intolerance (OI),Pathway
R-HSA-5619081,Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),Pathway
R-HSA-5660724,Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),Pathway
R-HSA-5619089,Defective SLC6A5 causes hyperekplexia 3 (HKPX3),Pathway
R-HSA-5660862,Defective SLC7A7 causes lysinuric protein intolerance (LPI),Pathway
R-HSA-5660883,Defective SLC7A9 causes cystinuria (CSNU),Pathway
R-HSA-5619092,"Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)",Pathway
R-HSA-5619052,Defective SLC9A9 causes autism 16 (AUTS16),Pathway
R-HSA-5619110,"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",Pathway
R-HSA-5619058,"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)",Pathway
R-HSA-5619095,"Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)",Pathway
R-HSA-4755579,"Defective SRD5A3 causes SRD5A3-CDG, KHRZ",Pathway
R-HSA-3656243,Defective ST3GAL3 causes MCT12 and EIEE15,Pathway
R-HSA-5579032,Defective TBXAS1 causes GHDD,Pathway
R-HSA-3359454,Defective TCN2 causes TCN2 deficiency,Pathway
R-HSA-5578995,Defective TPMT causes TPMT deficiency,Pathway
R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),Pathway
R-HSA-5579002,Defective UGT1A1 causes hyperbilirubinemia,Pathway
R-HSA-5579016,Defective UGT1A4 causes hyperbilirubinemia,Pathway
R-HSA-9845622,Defective VWF binding to collagen type I ,Pathway
R-HSA-9845621,Defective VWF cleavage by ADAMTS13 variant,Pathway
R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",Pathway
R-HSA-9846298,Defective binding of VWF variant to GPIb:IX:V,Pathway
R-HSA-9672396,Defective cofactor function of FVIIIa variant,Pathway
R-HSA-9668250,Defective factor IX causes hemophilia B,Pathway
R-HSA-9672383,Defective factor IX causes thrombophilia,Pathway
R-HSA-9662001,Defective factor VIII causes hemophilia A,Pathway
R-HSA-9657688,Defective factor XII causes hereditary angioedema,Pathway
R-HSA-9673240,Defective gamma-carboxylation of F9,Pathway
R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,Pathway
R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,Pathway
R-HSA-9701193,Defective homologous recombination repair (HRR) due to PALB2 loss of function,Pathway
R-HSA-5688031,Defective pro-SFTPB causes SMDP1 and RDS,Pathway
R-HSA-5688354,Defective pro-SFTPC causes SMDP2 and RDS,Pathway
R-HSA-9710421,Defective pyroptosis,Pathway
R-HSA-9824856,Defective regulation of TLR7 by endogenous ligand,Pathway
R-HSA-9661070,Defective translocation of RB1 mutants to the nucleus,Pathway
R-HSA-3323169,Defects in biotin (Btn) metabolism,Pathway
R-HSA-3296469,Defects in cobalamin (B12) metabolism,Pathway
R-HSA-3296482,Defects in vitamin and cofactor metabolism,Pathway
R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),Pathway
R-HSA-9823587,Defects of platelet adhesion to exposed collagen,Pathway
R-HSA-1461973,Defensins,Pathway
R-HSA-4641257,Degradation of AXIN,Pathway
R-HSA-4641258,Degradation of DVL,Pathway
R-HSA-916853,Degradation of GABA,Pathway
R-HSA-5610780,Degradation of GLI1 by the proteasome,Pathway
R-HSA-5610783,Degradation of GLI2 by the proteasome,Pathway
R-HSA-195253,Degradation of beta-catenin by the destruction complex,Pathway
R-HSA-1614558,Degradation of cysteine and homocysteine,Pathway
R-HSA-1474228,Degradation of the extracellular matrix,Pathway
R-HSA-5467343,Deletions in the AMER1 gene destabilize the destruction complex,Pathway
R-HSA-5467345,Deletions in the AXIN1 gene destabilize the destruction complex,Pathway
R-HSA-4419969,Depolymerization of the Nuclear Lamina,Pathway
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,Pathway
R-HSA-73927,Depurination,Pathway
R-HSA-73928,Depyrimidination,Pathway
R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Pathway
R-HSA-2022923,Dermatan sulfate biosynthesis,Pathway
R-HSA-3299685,Detoxification of Reactive Oxygen Species,Pathway
R-HSA-5688426,Deubiquitination,Pathway
R-HSA-1266738,Developmental Biology,Pathway
R-HSA-9734767,Developmental Cell Lineages,Pathway
R-HSA-9725554,Differentiation of keratinocytes in interfollicular epidermis in mammalian skin,Pathway
R-HSA-8935690,Digestion,Pathway
R-HSA-8963743,Digestion and absorption,Pathway
R-HSA-189085,Digestion of dietary carbohydrate,Pathway
R-HSA-192456,Digestion of dietary lipid,Pathway
R-HSA-69416,Dimerization of procaspase-8,Pathway
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,Pathway
R-HSA-1643685,Disease,Pathway
R-HSA-3781860,Diseases associated with N-glycosylation of proteins,Pathway
R-HSA-3906995,Diseases associated with O-glycosylation of proteins,Pathway
R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,Pathway
R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,Pathway
R-HSA-5687613,Diseases associated with surfactant metabolism,Pathway
R-HSA-5602358,Diseases associated with the TLR signaling cascade,Pathway
R-HSA-2474795,Diseases associated with visual transduction,Pathway
R-HSA-9605308,Diseases of Base Excision Repair,Pathway
R-HSA-9630747,Diseases of Cellular Senescence,Pathway
R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,Pathway
R-HSA-9675135,Diseases of DNA repair,Pathway
R-HSA-5260271,Diseases of Immune System,Pathway
R-HSA-5423599,Diseases of Mismatch Repair (MMR),Pathway
R-HSA-9673013,Diseases of Telomere Maintenance,Pathway
R-HSA-5663084,Diseases of carbohydrate metabolism,Pathway
R-HSA-9675132,Diseases of cellular response to stress,Pathway
R-HSA-3781865,Diseases of glycosylation,Pathway
R-HSA-9671793,Diseases of hemostasis,Pathway
R-HSA-5668914,Diseases of metabolism,Pathway
R-HSA-9759774,Diseases of mitochondrial beta oxidation,Pathway
R-HSA-9675126,Diseases of mitotic cell cycle,Pathway
R-HSA-9735804,Diseases of nucleotide metabolism,Pathway
R-HSA-9645723,Diseases of programmed cell death,Pathway
R-HSA-9759785,Diseases of propionyl-CoA catabolism,Pathway
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,Pathway
R-HSA-9675143,Diseases of the neuronal system,Pathway
R-HSA-114516,Disinhibition of SNARE formation,Pathway
R-HSA-9675151,Disorders of Developmental Biology,Pathway
R-HSA-9697154,Disorders of Nervous System Development,Pathway
R-HSA-5619115,Disorders of transmembrane transporters,Pathway
R-HSA-110357,Displacement of DNA glycosylase by APEX1,Pathway
R-HSA-75205,Dissolution of Fibrin Clot,Pathway
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,Pathway
R-HSA-379401,Dopamine clearance from the synaptic cleft,Pathway
R-HSA-390651,Dopamine receptors,Pathway
R-HSA-8863795,Downregulation of ERBB2 signaling,Pathway
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,Pathway
R-HSA-1253288,Downregulation of ERBB4 signaling,Pathway
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,Pathway
R-HSA-2173788,Downregulation of TGF-beta receptor signaling,Pathway
R-HSA-202424,Downstream TCR signaling,Pathway
R-HSA-186763,Downstream signal transduction,Pathway
R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),Pathway
R-HSA-5654687,Downstream signaling of activated FGFR1,Pathway
R-HSA-5654696,Downstream signaling of activated FGFR2,Pathway
R-HSA-5654708,Downstream signaling of activated FGFR3,Pathway
R-HSA-5654716,Downstream signaling of activated FGFR4,Pathway
R-HSA-9748784,Drug ADME,Pathway
R-HSA-9665230,Drug resistance in ERBB2 KD mutants,Pathway
R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,Pathway
R-HSA-9700649,Drug resistance of ALK mutants,Pathway
R-HSA-9702506,Drug resistance of FLT3 mutants,Pathway
R-HSA-9669937,Drug resistance of KIT mutants,Pathway
R-HSA-9674415,Drug resistance of PDGFR mutants,Pathway
R-HSA-9750126,Drug-induced formation of DNA interstrand crosslinks,Pathway
R-HSA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,Pathway
R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,Pathway
R-HSA-9734091,Drug-mediated inhibition of MET activation,Pathway
R-HSA-5696400,Dual Incision in GG-NER,Pathway
R-HSA-6782135,Dual incision in TC-NER,Pathway
R-HSA-113510,E2F mediated regulation of DNA replication,Pathway
R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,Pathway
R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,Pathway
R-HSA-3000178,ECM proteoglycans,Pathway
R-HSA-2179392,EGFR Transactivation by Gastrin,Pathway
R-HSA-182971,EGFR downregulation,Pathway
R-HSA-212718,EGFR interacts with phospholipase C-gamma,Pathway
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,Pathway
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,Pathway
R-HSA-2682334,EPH-Ephrin signaling,Pathway
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Pathway
R-HSA-3928663,EPHA-mediated growth cone collapse,Pathway
R-HSA-3928662,EPHB-mediated forward signaling,Pathway
R-HSA-901032,ER Quality Control Compartment (ERQC),Pathway
R-HSA-199977,ER to Golgi Anterograde Transport,Pathway
R-HSA-1236974,ER-Phagosome pathway,Pathway
R-HSA-8847993,ERBB2 Activates PTK6 Signaling,Pathway
R-HSA-6785631,ERBB2 Regulates Cell Motility,Pathway
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,Pathway
R-HSA-198753,ERK/MAPK targets,Pathway
R-HSA-202670,ERKs are inactivated,Pathway
R-HSA-8939211,ESR-mediated signaling,Pathway
R-HSA-162594,Early Phase of HIV Life Cycle,Pathway
R-HSA-9772572,Early SARS-CoV-2 Infection Events,Pathway
R-HSA-114508,Effects of PIP2 hydrolysis,Pathway
R-HSA-391903,Eicosanoid ligand-binding receptors,Pathway
R-HSA-211979,Eicosanoids,Pathway
R-HSA-1566948,Elastic fibre formation,Pathway
R-HSA-112303,Electric Transmission Across Gap Junctions,Pathway
