DrugId:START_ID(Drug),Relation:TYPE,DiseaseId:END_ID(Disease),RelationName
DB01015,DrugToDisease,C0577709,Indication
DB01015,DrugToDisease,C0027947,Contraindication
DB01015,DrugToDisease,C0028242,Indication
DB01015,DrugToDisease,C0729524,Indication
DB01015,DrugToDisease,C1720498,Off-label use
DB01015,DrugToDisease,C0014121,Off-label use
DB01015,DrugToDisease,C0023788,Off-label use
DB01015,DrugToDisease,C0267797,Contraindication
DB01015,DrugToDisease,C0007947,Off-label use
DB01015,DrugToDisease,C0276027,Indication
DB01015,DrugToDisease,C0856695,Indication
DB01015,DrugToDisease,C0017658,Contraindication
DB01015,DrugToDisease,C0030409,Off-label use
DB01015,DrugToDisease,C0043167,Off-label use
DB01015,DrugToDisease,C0037199,Off-label use
DB01015,DrugToDisease,C0024286,Off-label use
DB01015,DrugToDisease,C0025293,Off-label use
DB01015,DrugToDisease,C0271429,Indication
DB01015,DrugToDisease,C0030528,Off-label use
DB01015,DrugToDisease,C0040034,Contraindication
DB01015,DrugToDisease,C0349774,Off-label use
DB01015,DrugToDisease,C0016412,Contraindication
DB01015,DrugToDisease,C0004626,Off-label use
DB01015,DrugToDisease,C0009770,Indication
DB01015,DrugToDisease,C2242472,Off-label use
DB01015,DrugToDisease,C0018190,Off-label use
DB01015,DrugToDisease,C0577708,Indication
DB01015,DrugToDisease,C0014358,Contraindication
DB00697,DrugToDisease,C0022658,Contraindication
DB00697,DrugToDisease,C0085605,Contraindication
DB00697,DrugToDisease,C0026838,Indication
DB00697,DrugToDisease,C0033975,Contraindication
DB01131,DrugToDisease,C0024537,Off-label use
DB01131,DrugToDisease,C0268734,Contraindication
DB01131,DrugToDisease,C0085605,Contraindication
DB01131,DrugToDisease,C0272053,Contraindication
DB01131,DrugToDisease,C0042963,Contraindication
DB01131,DrugToDisease,C0023895,Contraindication
DB01131,DrugToDisease,C0401151,Contraindication
DB01131,DrugToDisease,C0024535,Indication
DB01131,DrugToDisease,C0020456,Contraindication
DB00651,DrugToDisease,C0017601,Contraindication
DB00651,DrugToDisease,C0264886,Contraindication
DB00651,DrugToDisease,C0030920,Contraindication
DB00651,DrugToDisease,C0033975,Contraindication
DB00651,DrugToDisease,C0037315,Contraindication
DB00651,DrugToDisease,C0034072,Contraindication
DB00651,DrugToDisease,C0001973,Contraindication
DB00651,DrugToDisease,C0023895,Contraindication
DB00651,DrugToDisease,C0151744,Contraindication
DB00651,DrugToDisease,C1956346,Contraindication
DB00651,DrugToDisease,C0034067,Indication
DB00651,DrugToDisease,C0032708,Contraindication
DB00651,DrugToDisease,C0040034,Contraindication
DB00651,DrugToDisease,C0264694,Contraindication
DB00651,DrugToDisease,C0027051,Contraindication
DB00651,DrugToDisease,C0011849,Contraindication
DB00651,DrugToDisease,C0018799,Contraindication
DB00651,DrugToDisease,C0004096,Indication
DB00651,DrugToDisease,C0085605,Contraindication
DB00651,DrugToDisease,C0264716,Contraindication
DB00651,DrugToDisease,C0019147,Contraindication
DB00651,DrugToDisease,C0220994,Contraindication
DB00651,DrugToDisease,C0017605,Contraindication
DB00651,DrugToDisease,C0011581,Contraindication
DB00651,DrugToDisease,C0022658,Contraindication
DB00651,DrugToDisease,C0740858,Contraindication
DB00651,DrugToDisease,C0006266,Indication
DB00651,DrugToDisease,C0020550,Contraindication
DB00651,DrugToDisease,C1739363,Contraindication
DB00651,DrugToDisease,C0002871,Contraindication
DB00651,DrugToDisease,C0002962,Contraindication
DB00651,DrugToDisease,C0027947,Contraindication
DB00651,DrugToDisease,C0007222,Contraindication
DB00651,DrugToDisease,C0274643,Contraindication
DB00651,DrugToDisease,C0020538,Contraindication
DB00651,DrugToDisease,C0008677,Indication
DB00651,DrugToDisease,C4038730,Indication
DB00651,DrugToDisease,C0013404,Contraindication
DB00651,DrugToDisease,C0019151,Contraindication
DB00651,DrugToDisease,C0017152,Contraindication
DB01009,DrugToDisease,C0237938,Contraindication
DB01009,DrugToDisease,C0030920,Contraindication
DB01009,DrugToDisease,C0020538,Contraindication
DB01009,DrugToDisease,C0085605,Contraindication
DB01009,DrugToDisease,C0018099,Off-label use
DB01009,DrugToDisease,C0239981,Contraindication
DB01009,DrugToDisease,C0029408,Indication
DB01009,DrugToDisease,C0027051,Contraindication
DB01009,DrugToDisease,C0017181,Contraindication
DB01009,DrugToDisease,C0038013,Off-label use
DB01009,DrugToDisease,C0030193,Indication
DB01009,DrugToDisease,C0005779,Contraindication
DB01009,DrugToDisease,C0264716,Contraindication
DB01009,DrugToDisease,C0013390,Indication
DB01009,DrugToDisease,C0042376,Off-label use
DB01009,DrugToDisease,C0007222,Contraindication
DB01009,DrugToDisease,C0022658,Contraindication
DB01009,DrugToDisease,C0003873,Indication
DB00211,DrugToDisease,C0040156,Contraindication
DB00211,DrugToDisease,C0020651,Indication
DB00211,DrugToDisease,C0031511,Contraindication
DB00211,DrugToDisease,C0268734,Contraindication
DB06802,DrugToDisease,C0022568,Contraindication
DB06802,DrugToDisease,C0013238,Contraindication
DB06802,DrugToDisease,C0003873,Contraindication
DB06802,DrugToDisease,C0339293,Contraindication
DB06802,DrugToDisease,C0011849,Contraindication
DB06802,DrugToDisease,C0005779,Contraindication
DB06802,DrugToDisease,C0010043,Contraindication
DB06802,DrugToDisease,C0392163,Contraindication
DB06802,DrugToDisease,C0339274,Contraindication
DB01004,DrugToDisease,C0521707,Contraindication
DB01004,DrugToDisease,C0027947,Contraindication
DB01004,DrugToDisease,C0037052,Contraindication
DB01004,DrugToDisease,C0151517,Contraindication
DB01004,DrugToDisease,C0022570,Indication
DB01004,DrugToDisease,C0015403,Contraindication
DB01004,DrugToDisease,C0001824,Contraindication
DB01004,DrugToDisease,C0268734,Contraindication
DB01004,DrugToDisease,C0040034,Contraindication
DB01004,DrugToDisease,C0024117,Contraindication
DB01004,DrugToDisease,C0026269,Contraindication
DB01004,DrugToDisease,C0014236,Contraindication
DB01004,DrugToDisease,C1299433,Contraindication
DB01004,DrugToDisease,C0035229,Contraindication
DB01004,DrugToDisease,C0039240,Off-label use
DB01004,DrugToDisease,C0042164,Contraindication
DB01004,DrugToDisease,C0031046,Contraindication
DB01004,DrugToDisease,C0948089,Contraindication
DB01004,DrugToDisease,C0002874,Contraindication
DB01004,DrugToDisease,C0011175,Contraindication
DB01004,DrugToDisease,C0022658,Contraindication
DB01004,DrugToDisease,C0002064,Contraindication
DB01004,DrugToDisease,C0030590,Indication
DB01004,DrugToDisease,C0264906,Contraindication
DB01004,DrugToDisease,C0010823,Off-label use
DB01004,DrugToDisease,C0035305,Contraindication
DB01004,DrugToDisease,C0034067,Contraindication
DB01004,DrugToDisease,C0206178,Indication
DB01004,DrugToDisease,C0002871,Contraindication
DB01004,DrugToDisease,C0004096,Contraindication
DB01004,DrugToDisease,C1145628,Contraindication
DB01004,DrugToDisease,C0042909,Contraindication
DB01004,DrugToDisease,C0265115,Contraindication
DB01004,DrugToDisease,C0003507,Contraindication
DB00465,DrugToDisease,C0030920,Contraindication
DB00465,DrugToDisease,C0011849,Contraindication
DB00465,DrugToDisease,C0007222,Contraindication
DB00465,DrugToDisease,C2215257,Indication
DB00465,DrugToDisease,C0010034,Contraindication
DB00465,DrugToDisease,C0004096,Contraindication
DB00465,DrugToDisease,C0009766,Indication
DB00465,DrugToDisease,C2937358,Contraindication
DB00465,DrugToDisease,C0002871,Contraindication
DB00465,DrugToDisease,C0027051,Contraindication
DB00465,DrugToDisease,C0013295,Contraindication
DB00465,DrugToDisease,C0005779,Contraindication
DB00465,DrugToDisease,C0155118,Contraindication
DB00465,DrugToDisease,C0017181,Contraindication
DB00465,DrugToDisease,C0152169,Off-label use
DB00465,DrugToDisease,C0392163,Contraindication
DB00465,DrugToDisease,C0341677,Contraindication
DB00465,DrugToDisease,C0013238,Contraindication
DB00465,DrugToDisease,C0021390,Contraindication
DB00465,DrugToDisease,C0003873,Contraindication
DB00465,DrugToDisease,C0023895,Contraindication
DB00465,DrugToDisease,C0684275,Contraindication
DB00465,DrugToDisease,C0038454,Contraindication
DB00465,DrugToDisease,C0038358,Contraindication
DB00465,DrugToDisease,C0155970,Contraindication
DB00465,DrugToDisease,C0264716,Contraindication
DB00465,DrugToDisease,C0020538,Contraindication
DB00465,DrugToDisease,C0237938,Contraindication
DB00465,DrugToDisease,C0268734,Contraindication
DB13659,DrugToDisease,C0040921,Indication
DB06147,DrugToDisease,C0022658,Contraindication
DB06147,DrugToDisease,C0032708,Contraindication
DB06147,DrugToDisease,C2939465,Contraindication
DB06147,DrugToDisease,C0023895,Contraindication
DB06147,DrugToDisease,C0042998,Indication
DB06147,DrugToDisease,C0272053,Contraindication
DB06147,DrugToDisease,C0018939,Contraindication
DB11160,DrugToDisease,C0030920,Contraindication
DB11160,DrugToDisease,C0267509,Contraindication
DB11160,DrugToDisease,C0237963,Contraindication
DB11160,DrugToDisease,C0017152,Contraindication
DB11160,DrugToDisease,C0026896,Contraindication
DB11160,DrugToDisease,C0341677,Contraindication
DB11160,DrugToDisease,C0003850,Contraindication
DB11160,DrugToDisease,C0343065,Indication
DB11160,DrugToDisease,C0042880,Contraindication
DB11160,DrugToDisease,C0040034,Contraindication
DB11160,DrugToDisease,C1145628,Contraindication
DB11160,DrugToDisease,C0017605,Contraindication
DB11160,DrugToDisease,C0005779,Contraindication
DB11160,DrugToDisease,C0020538,Contraindication
DB11160,DrugToDisease,C0027430,Contraindication
DB11160,DrugToDisease,C0034155,Contraindication
DB11160,DrugToDisease,C2607914,Indication
DB11160,DrugToDisease,C0020683,Contraindication
DB11160,DrugToDisease,C0025162,Contraindication
DB11160,DrugToDisease,C0022658,Contraindication
DB11160,DrugToDisease,C0267516,Contraindication
DB11160,DrugToDisease,C0030446,Contraindication
DB11160,DrugToDisease,C0264716,Contraindication
DB11160,DrugToDisease,C0014848,Contraindication
DB11160,DrugToDisease,C0017168,Contraindication
DB11160,DrugToDisease,C0001818,Contraindication
DB11160,DrugToDisease,C0745138,Contraindication
DB11160,DrugToDisease,C0023895,Contraindication
DB11160,DrugToDisease,C1956346,Contraindication
DB11160,DrugToDisease,C0014544,Contraindication
DB11160,DrugToDisease,C0035400,Contraindication
DB11160,DrugToDisease,C0151942,Contraindication
DB11160,DrugToDisease,C0024117,Contraindication
DB11160,DrugToDisease,C0042974,Contraindication
DB11160,DrugToDisease,C1260880,Indication
DB11160,DrugToDisease,C0035460,Indication
DB11160,DrugToDisease,C0151714,Contraindication
DB11160,DrugToDisease,C0242184,Contraindication
DB11160,DrugToDisease,C1739363,Contraindication
DB11160,DrugToDisease,C0151744,Contraindication
DB11160,DrugToDisease,C0040156,Contraindication
DB11160,DrugToDisease,C0027051,Contraindication
DB11160,DrugToDisease,C0011849,Contraindication
DB11160,DrugToDisease,C0085605,Contraindication
DB11160,DrugToDisease,C0001122,Contraindication
DB11160,DrugToDisease,C0001339,Contraindication
DB11160,DrugToDisease,C3203356,Contraindication
DB11160,DrugToDisease,C0264886,Contraindication
DB11160,DrugToDisease,C0007222,Contraindication
DB11160,DrugToDisease,C0001973,Contraindication
DB11160,DrugToDisease,C0030319,Contraindication
DB11160,DrugToDisease,C0403654,Contraindication
DB11160,DrugToDisease,C0392171,Indication
DB11160,DrugToDisease,C0267797,Contraindication
DB11160,DrugToDisease,C0017601,Contraindication
DB11160,DrugToDisease,C0042109,Indication
DB11160,DrugToDisease,C0010054,Contraindication
DB11160,DrugToDisease,C0917801,Contraindication
DB11160,DrugToDisease,C1621824,Contraindication
DB11160,DrugToDisease,C0267387,Contraindication
DB11160,DrugToDisease,C0018099,Contraindication
DB11160,DrugToDisease,C0042514,Contraindication
DB11160,DrugToDisease,C0033774,Indication
DB11160,DrugToDisease,C0028768,Contraindication
DB11160,DrugToDisease,C0017181,Contraindication
DB11160,DrugToDisease,C0272053,Contraindication
DB11160,DrugToDisease,C0028840,Contraindication
DB11160,DrugToDisease,C0684275,Contraindication
DB11160,DrugToDisease,C0020550,Contraindication
DB11160,DrugToDisease,C1541124,Contraindication
DB11160,DrugToDisease,C0022661,Contraindication
DB11160,DrugToDisease,C0267112,Contraindication
DB11160,DrugToDisease,C0236124,Contraindication
DB11160,DrugToDisease,C0018621,Indication
DB11160,DrugToDisease,C0009766,Indication
DB11160,DrugToDisease,C0520459,Contraindication
DB11160,DrugToDisease,C3489393,Contraindication
DB11160,DrugToDisease,C0268000,Contraindication
DB11160,DrugToDisease,C0237938,Contraindication
DB11160,DrugToDisease,C0002871,Contraindication
DB11160,DrugToDisease,C0268734,Contraindication
DB01075,DrugToDisease,C0009766,Indication
DB01075,DrugToDisease,C0035460,Indication
DB01075,DrugToDisease,C0018621,Indication
DB01075,DrugToDisease,C0917801,Indication
DB01075,DrugToDisease,C0149931,Off-label use
DB01075,DrugToDisease,C0003469,Off-label use
DB00289,DrugToDisease,C0039239,Contraindication
DB00289,DrugToDisease,C0005586,Contraindication
DB00289,DrugToDisease,C0878544,Contraindication
DB00289,DrugToDisease,C0007820,Contraindication
DB00289,DrugToDisease,C0014544,Contraindication
DB00289,DrugToDisease,C0027051,Contraindication
DB00289,DrugToDisease,C0033975,Contraindication
DB00289,DrugToDisease,C0038454,Contraindication
DB00289,DrugToDisease,C0017605,Contraindication
DB00289,DrugToDisease,C0033117,Contraindication
DB00289,DrugToDisease,C0020433,Contraindication
DB00289,DrugToDisease,C1956346,Contraindication
DB00289,DrugToDisease,C0031511,Contraindication
DB00289,DrugToDisease,C0152032,Contraindication
DB00289,DrugToDisease,C0023895,Contraindication
DB00289,DrugToDisease,C0338831,Contraindication
DB00289,DrugToDisease,C1290384,Contraindication
DB00289,DrugToDisease,C0020651,Contraindication
DB00289,DrugToDisease,C0020538,Contraindication
DB00289,DrugToDisease,C0264886,Contraindication
DB00289,DrugToDisease,C0264716,Contraindication
DB00289,DrugToDisease,C0085631,Contraindication
DB00289,DrugToDisease,C0034735,Contraindication
DB00289,DrugToDisease,C1263846,Indication
DB00792,DrugToDisease,C0030920,Contraindication
DB00792,DrugToDisease,C0033774,Indication
DB00792,DrugToDisease,C0017605,Contraindication
DB00792,DrugToDisease,C0343065,Indication
DB00792,DrugToDisease,C0267509,Contraindication
DB00792,DrugToDisease,C2607914,Indication
DB00792,DrugToDisease,C0020550,Contraindication
DB00792,DrugToDisease,C1739363,Contraindication
DB00792,DrugToDisease,C1260880,Indication
DB00792,DrugToDisease,C0403654,Contraindication
DB00792,DrugToDisease,C0042109,Indication
DB00792,DrugToDisease,C0035460,Indication
DB00792,DrugToDisease,C0027424,Indication
DB00792,DrugToDisease,C0037383,Indication
DB00792,DrugToDisease,C0009766,Indication
DB00792,DrugToDisease,C0028840,Contraindication
DB00792,DrugToDisease,C0020538,Contraindication
DB09004,DrugToDisease,C0850149,Indication
DB00261,DrugToDisease,C0206061,Contraindication
DB00261,DrugToDisease,C0085605,Contraindication
DB00261,DrugToDisease,C0206062,Contraindication
DB00261,DrugToDisease,C0022658,Contraindication
DB00261,DrugToDisease,C0005779,Contraindication
DB00261,DrugToDisease,C0018799,Contraindication
DB00261,DrugToDisease,C1527407,Contraindication
DB00261,DrugToDisease,C0040028,Indication
DB00261,DrugToDisease,C0040034,Contraindication
DB00261,DrugToDisease,C0002871,Contraindication
DB00261,DrugToDisease,C0023895,Contraindication
DB00261,DrugToDisease,C0221045,Contraindication
DB00555,DrugToDisease,C0014544,Indication
DB00555,DrugToDisease,C0238111,Indication
DB00555,DrugToDisease,C0030312,Contraindication
DB00555,DrugToDisease,C0393442,Contraindication
DB00555,DrugToDisease,C0234974,Indication
DB00555,DrugToDisease,C0027947,Contraindication
DB00555,DrugToDisease,C0268734,Contraindication
DB00555,DrugToDisease,C0005587,Off-label use
DB00555,DrugToDisease,C0040034,Contraindication
DB00555,DrugToDisease,C2711653,Indication
DB00555,DrugToDisease,C0011581,Contraindication
DB00555,DrugToDisease,C0494475,Indication
DB00555,DrugToDisease,C0002871,Contraindication
DB00555,DrugToDisease,C0023895,Contraindication
DB00555,DrugToDisease,C0270425,Indication
DB00555,DrugToDisease,C0027796,Off-label use
DB00555,DrugToDisease,C0002874,Contraindication
DB01057,DrugToDisease,C0271093,Indication
DB01057,DrugToDisease,C0017601,Indication
DB01057,DrugToDisease,C0035305,Contraindication
DB01057,DrugToDisease,C0030920,Contraindication
DB01057,DrugToDisease,C0151786,Contraindication
DB01057,DrugToDisease,C0022104,Contraindication
DB01057,DrugToDisease,C0017612,Indication
DB01057,DrugToDisease,C0017605,Contraindication
DB01057,DrugToDisease,C0004096,Contraindication
DB01057,DrugToDisease,C0042024,Contraindication
DB01057,DrugToDisease,C0014544,Contraindication
DB01057,DrugToDisease,C0012765,Contraindication
DB01057,DrugToDisease,C0022081,Contraindication
DB01057,DrugToDisease,C0235063,Contraindication
DB01057,DrugToDisease,C0242422,Contraindication
DB01057,DrugToDisease,C0014877,Indication
DB01057,DrugToDisease,C0042164,Contraindication
DB01057,DrugToDisease,C0020538,Contraindication
DB01057,DrugToDisease,C0011991,Contraindication
DB09010,DrugToDisease,C0007102,Indication
DB00500,DrugToDisease,C0237938,Contraindication
DB00500,DrugToDisease,C0005779,Contraindication
DB00500,DrugToDisease,C0029408,Indication
DB00500,DrugToDisease,C0017181,Contraindication
DB00500,DrugToDisease,C0007222,Contraindication
DB00500,DrugToDisease,C0020538,Contraindication
DB00500,DrugToDisease,C3495559,Indication
DB00500,DrugToDisease,C0038013,Off-label use
DB00500,DrugToDisease,C0023895,Contraindication
DB00500,DrugToDisease,C0030920,Contraindication
DB00500,DrugToDisease,C0027051,Contraindication
DB00500,DrugToDisease,C0264716,Contraindication
DB00500,DrugToDisease,C0022658,Contraindication
DB00500,DrugToDisease,C0085605,Contraindication
DB00500,DrugToDisease,C0003873,Indication
DB00854,DrugToDisease,C0033937,Contraindication
DB00854,DrugToDisease,C0001969,Contraindication
DB00854,DrugToDisease,C0009324,Contraindication
DB00854,DrugToDisease,C0021390,Contraindication
DB00854,DrugToDisease,C0020676,Contraindication
DB00854,DrugToDisease,C0011175,Contraindication
DB00854,DrugToDisease,C0085633,Contraindication
DB00854,DrugToDisease,C0018674,Contraindication
DB00854,DrugToDisease,C0034072,Contraindication
DB00854,DrugToDisease,C0022658,Contraindication
DB00854,DrugToDisease,C0740858,Contraindication
DB00854,DrugToDisease,C0036974,Contraindication
DB00854,DrugToDisease,C0004093,Contraindication
DB00854,DrugToDisease,C0235063,Contraindication
DB00854,DrugToDisease,C1739363,Contraindication
DB00854,DrugToDisease,C0740577,Contraindication
DB00854,DrugToDisease,C1510472,Contraindication
DB00854,DrugToDisease,C0033845,Contraindication
DB00854,DrugToDisease,C0221505,Contraindication
DB00854,DrugToDisease,C0028756,Contraindication
DB00854,DrugToDisease,C0016977,Contraindication
DB00854,DrugToDisease,C0009421,Contraindication
DB00854,DrugToDisease,C0001403,Contraindication
DB00854,DrugToDisease,C0023895,Contraindication
DB00854,DrugToDisease,C0001957,Contraindication
DB00854,DrugToDisease,C0878588,Contraindication
DB00854,DrugToDisease,C0034067,Contraindication
DB00854,DrugToDisease,C0151559,Contraindication
DB00854,DrugToDisease,C0009806,Contraindication
DB00854,DrugToDisease,C0242184,Contraindication
DB00854,DrugToDisease,C0041974,Contraindication
DB00854,DrugToDisease,C0264886,Contraindication
DB00854,DrugToDisease,C0006118,Contraindication
DB00854,DrugToDisease,C0030193,Indication
DB00854,DrugToDisease,C0014544,Contraindication
DB01399,DrugToDisease,C0002871,Contraindication
DB01399,DrugToDisease,C0023895,Contraindication
DB01399,DrugToDisease,C0027430,Contraindication
DB01399,DrugToDisease,C0017168,Contraindication
DB01399,DrugToDisease,C0003873,Indication
DB01399,DrugToDisease,C0017181,Contraindication
DB01399,DrugToDisease,C0684275,Contraindication
DB01399,DrugToDisease,C0034155,Contraindication
DB01399,DrugToDisease,C0268000,Contraindication
DB01399,DrugToDisease,C0011849,Contraindication
DB01399,DrugToDisease,C0007222,Contraindication
DB01399,DrugToDisease,C3203356,Contraindication
DB01399,DrugToDisease,C0042880,Contraindication
DB01399,DrugToDisease,C0272053,Contraindication
DB01399,DrugToDisease,C0029408,Indication
DB01399,DrugToDisease,C0040156,Contraindication
DB01399,DrugToDisease,C0085605,Contraindication
DB01399,DrugToDisease,C0022658,Contraindication
DB01399,DrugToDisease,C0017152,Contraindication
DB01399,DrugToDisease,C0237938,Contraindication
DB01399,DrugToDisease,C0005779,Contraindication
DB01041,DrugToDisease,C0024138,Off-label use
DB01041,DrugToDisease,C0026764,Indication
DB01041,DrugToDisease,C0014544,Contraindication
DB01041,DrugToDisease,C0149871,Contraindication
DB01041,DrugToDisease,C0524702,Contraindication
DB01041,DrugToDisease,C0020651,Contraindication
DB01041,DrugToDisease,C0027947,Contraindication
DB01041,DrugToDisease,C0406378,Off-label use
DB01041,DrugToDisease,C0343467,Indication
DB01041,DrugToDisease,C0406217,Off-label use
DB01041,DrugToDisease,C0018133,Off-label use
DB01041,DrugToDisease,C2937365,Off-label use
DB01041,DrugToDisease,C0040038,Contraindication
DB01041,DrugToDisease,C0024140,Off-label use
DB01041,DrugToDisease,C0031117,Contraindication
DB01041,DrugToDisease,C0041909,Off-label use
DB01041,DrugToDisease,C3874401,Off-label use
DB01041,DrugToDisease,C4038767,Off-label use
DB01041,DrugToDisease,C0085652,Off-label use
DB01041,DrugToDisease,C0085404,Indication
DB14018,DrugToDisease,C0030920,Contraindication
DB14018,DrugToDisease,C0020550,Contraindication
DB14018,DrugToDisease,C0005779,Contraindication
DB14018,DrugToDisease,C1739363,Contraindication
DB14018,DrugToDisease,C0017605,Contraindication
DB14018,DrugToDisease,C0237963,Contraindication
DB14018,DrugToDisease,C0028840,Contraindication
DB14018,DrugToDisease,C0020538,Contraindication
DB14018,DrugToDisease,C0085605,Contraindication
DB14018,DrugToDisease,C0001973,Contraindication
DB14018,DrugToDisease,C0023895,Contraindication
DB14018,DrugToDisease,C0267509,Contraindication
DB14018,DrugToDisease,C0403654,Contraindication
DB04948,DrugToDisease,C0029104,Indication
DB00480,DrugToDisease,C0341677,Contraindication
DB00480,DrugToDisease,C0040034,Contraindication
DB00480,DrugToDisease,C1306459,Contraindication
DB00480,DrugToDisease,C0040038,Contraindication
DB00480,DrugToDisease,C0524702,Contraindication
DB00480,DrugToDisease,C0027947,Contraindication
DB00480,DrugToDisease,C0149871,Contraindication
DB00480,DrugToDisease,C0026764,Indication
DB00480,DrugToDisease,C0334634,Indication
DB00480,DrugToDisease,C0024301,Indication
DB00480,DrugToDisease,C1367654,Indication
DB00980,DrugToDisease,C0393760,Indication
DB00980,DrugToDisease,C0424284,Contraindication
DB00980,DrugToDisease,C0037315,Contraindication
DB00980,DrugToDisease,C0023895,Contraindication
DB00980,DrugToDisease,C0001973,Contraindication
DB00980,DrugToDisease,C0020514,Contraindication
DB00980,DrugToDisease,C0011581,Contraindication
DB00980,DrugToDisease,C0085605,Contraindication
DB00571,DrugToDisease,C0018916,Indication
DB00571,DrugToDisease,C0581377,Contraindication
DB00571,DrugToDisease,C0011849,Contraindication
DB00571,DrugToDisease,C0700053,Indication
DB00571,DrugToDisease,C0019147,Contraindication
DB00571,DrugToDisease,C0151517,Contraindication
DB00571,DrugToDisease,C0040156,Off-label use
DB00571,DrugToDisease,C0034735,Contraindication
DB00571,DrugToDisease,C0008677,Contraindication
DB00571,DrugToDisease,C0018099,Contraindication
DB00571,DrugToDisease,C0023895,Contraindication
DB00571,DrugToDisease,C0006266,Contraindication
DB00571,DrugToDisease,C0004238,Indication
DB00571,DrugToDisease,C0020625,Contraindication
DB00571,DrugToDisease,C0043202,Contraindication
DB00571,DrugToDisease,C0085610,Contraindication
DB00571,DrugToDisease,C0001339,Contraindication
DB00571,DrugToDisease,C0011175,Contraindication
DB00571,DrugToDisease,C0024141,Contraindication
DB00571,DrugToDisease,C0730607,Contraindication
DB00571,DrugToDisease,C0026848,Contraindication
DB00571,DrugToDisease,C0039240,Indication
DB00571,DrugToDisease,C0020615,Contraindication
DB00571,DrugToDisease,C0264906,Contraindication
DB00571,DrugToDisease,C0151476,Contraindication
DB00571,DrugToDisease,C0271149,Contraindication
DB00571,DrugToDisease,C0020443,Contraindication
DB00571,DrugToDisease,C0026896,Contraindication
DB00571,DrugToDisease,C0740394,Contraindication
DB00571,DrugToDisease,C0857007,Contraindication
DB00571,DrugToDisease,C0002962,Indication
DB00571,DrugToDisease,C0151723,Contraindication
DB00571,DrugToDisease,C0011581,Contraindication
DB00571,DrugToDisease,C0037052,Contraindication
DB00571,DrugToDisease,C0026267,Off-label use
DB00571,DrugToDisease,C0007194,Indication
DB00571,DrugToDisease,C0020437,Contraindication
DB00571,DrugToDisease,C0020502,Contraindication
DB00571,DrugToDisease,C0242528,Contraindication
DB00571,DrugToDisease,C0020538,Indication
DB00571,DrugToDisease,C0034067,Contraindication
DB00571,DrugToDisease,C0003460,Contraindication
DB00571,DrugToDisease,C0022658,Contraindication
DB00571,DrugToDisease,C0036980,Contraindication
DB00571,DrugToDisease,C3888500,Indication
DB01087,DrugToDisease,C0002878,Contraindication
DB01087,DrugToDisease,C2939465,Contraindication
DB01087,DrugToDisease,C0152072,Off-label use
DB01087,DrugToDisease,C0272053,Contraindication
DB01087,DrugToDisease,C0024537,Indication
DB01087,DrugToDisease,C0027947,Contraindication
DB01087,DrugToDisease,C0151773,Contraindication
DB01087,DrugToDisease,C0268193,Contraindication
DB08992,DrugToDisease,C0037763,Indication
DB11382,DrugToDisease,C0152499,Indication
DB01600,DrugToDisease,C0029408,Indication
DB01600,DrugToDisease,C0030193,Indication
DB01600,DrugToDisease,C0003873,Indication
DB00870,DrugToDisease,C0022570,Contraindication
DB00870,DrugToDisease,C0005779,Contraindication
DB00395,DrugToDisease,C0020676,Contraindication
DB00395,DrugToDisease,C0267558,Contraindication
DB00395,DrugToDisease,C0151559,Contraindication
DB00395,DrugToDisease,C1739363,Contraindication
DB00395,DrugToDisease,C0035400,Contraindication
DB00395,DrugToDisease,C0033845,Contraindication
DB00395,DrugToDisease,C0264886,Contraindication
DB00395,DrugToDisease,C0235063,Contraindication
DB00395,DrugToDisease,C3203356,Contraindication
DB00395,DrugToDisease,C0021390,Contraindication
DB00395,DrugToDisease,C0014544,Contraindication
DB00395,DrugToDisease,C0042880,Contraindication
DB00395,DrugToDisease,C0023895,Contraindication
DB00395,DrugToDisease,C0237938,Contraindication
DB00395,DrugToDisease,C0040034,Contraindication
DB00395,DrugToDisease,C0740577,Contraindication
DB00395,DrugToDisease,C0162565,Contraindication
DB00395,DrugToDisease,C0267112,Contraindication
DB00395,DrugToDisease,C0347950,Contraindication
DB00395,DrugToDisease,C0085633,Contraindication
DB00395,DrugToDisease,C0001973,Contraindication
DB00395,DrugToDisease,C1827468,Contraindication
DB00395,DrugToDisease,C0001969,Contraindication
DB00395,DrugToDisease,C0034155,Contraindication
DB00395,DrugToDisease,C0042974,Contraindication
DB00395,DrugToDisease,C0022658,Contraindication
DB00395,DrugToDisease,C0016977,Contraindication
DB00395,DrugToDisease,C0740858,Contraindication
DB00395,DrugToDisease,C0684275,Contraindication
DB00395,DrugToDisease,C0001403,Contraindication
DB00395,DrugToDisease,C1827786,Contraindication
DB00395,DrugToDisease,C0014358,Contraindication
DB00395,DrugToDisease,C0002871,Contraindication
DB00395,DrugToDisease,C0264220,Contraindication
DB00395,DrugToDisease,C0018099,Contraindication
DB00395,DrugToDisease,C0004604,Indication
DB00395,DrugToDisease,C0017181,Contraindication
DB00395,DrugToDisease,C0026838,Indication
DB00395,DrugToDisease,C0027430,Contraindication
DB00395,DrugToDisease,C0272053,Contraindication
DB00395,DrugToDisease,C0030920,Contraindication
DB00395,DrugToDisease,C0018674,Contraindication
DB00395,DrugToDisease,C0041974,Contraindication
DB00395,DrugToDisease,C0268734,Contraindication
