NodeType: Drug | Name: 3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester | DrugId: DB01959
NodeType: Drug | Name: (E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE | DrugId: DB08034
NodeType: Drug | Name: 1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE | DrugId: DB08035
NodeType: Drug | Name: 6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one | DrugId: DB08036
NodeType: Drug | Name: MK-0731 | DrugId: DB08037
NodeType: Drug | Name: L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide | DrugId: DB08038
NodeType: Drug | Name: (3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE | DrugId: DB08039
NodeType: Drug | Name: Kelatorphan | DrugId: DB08040
NodeType: Drug | Name: 3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID | DrugId: DB08041
NodeType: Drug | Name: N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine | DrugId: DB08042
NodeType: Drug | Name: 1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA | DrugId: DB08043
NodeType: Drug | Name: ABT-341 | DrugId: DB08044
NodeType: Drug | Name: 4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL | DrugId: DB08045
NodeType: Drug | Name: 2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide | DrugId: DB08046
NodeType: Drug | Name: 4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol | DrugId: DB08047
NodeType: Drug | Name: 4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL | DrugId: DB08048
NodeType: Drug | Name: 7,8-dihydroxy-4-phenyl-2H-chromen-2-one | DrugId: DB08049
NodeType: Drug | Name: 5-phenyl-2-keto-valeric acid | DrugId: DB08050
NodeType: Drug | Name: (2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE | DrugId: DB08051
NodeType: Drug | Name: PP-121 | DrugId: DB08052
NodeType: Drug | Name: 1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine | DrugId: DB08053
NodeType: Drug | Name: 1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine | DrugId: DB08054
NodeType: Drug | Name: N-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine | DrugId: DB08055
NodeType: Drug | Name: N-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine | DrugId: DB08056
NodeType: Drug | Name: N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine | DrugId: DB08057
NodeType: Drug | Name: 4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one | DrugId: DB08058
NodeType: Drug | Name: Wortmannin | DrugId: DB08059
NodeType: Drug | Name: 4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID | DrugId: DB08060
NodeType: Drug | Name: 4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE | DrugId: DB08061
NodeType: Drug | Name: 3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE | DrugId: DB08062
NodeType: Drug | Name: 1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE | DrugId: DB08063
NodeType: Drug | Name: N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA | DrugId: DB08064
NodeType: Drug | Name: 2-(1H-pyrazol-3-yl)-1H-benzimidazole | DrugId: DB08065
NodeType: Drug | Name: N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE | DrugId: DB08066
NodeType: Drug | Name: 4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM | DrugId: DB08067
NodeType: Drug | Name: N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO- | DrugId: DB08068
NodeType: Drug | Name: 4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE | DrugId: DB08069
NodeType: Drug | Name: 2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE | DrugId: DB08070
NodeType: Drug | Name: (2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine | DrugId: DB08071
NodeType: Drug | Name: 4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE | DrugId: DB08072
NodeType: Drug | Name: (2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE | DrugId: DB08073
NodeType: Drug | Name: 3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine | DrugId: DB08074
NodeType: Drug | Name: 4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine | DrugId: DB08075
NodeType: Drug | Name: 4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine | DrugId: DB08076
NodeType: Drug | Name: 2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID | DrugId: DB08077
NodeType: Drug | Name: {4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid | DrugId: DB08078
NodeType: Drug | Name: AMG-208 | DrugId: DB08079
NodeType: Drug | Name: Latrunculin B | DrugId: DB08080
NodeType: Drug | Name: 3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE | DrugId: DB08081
NodeType: Drug | Name: N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE | DrugId: DB08082
NodeType: Drug | Name: 2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide | DrugId: DB08083
NodeType: Drug | Name: IDD594 | DrugId: DB08084
NodeType: Drug | Name: 1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE | DrugId: DB08085
NodeType: Drug | Name: N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine | DrugId: DB08086
NodeType: Drug | Name: 4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE | DrugId: DB08087
NodeType: Drug | Name: 2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile | DrugId: DB08088
NodeType: Drug | Name: LGD-2226 | DrugId: DB08089
NodeType: Drug | Name: (3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol | DrugId: DB08090
NodeType: Drug | Name: 3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE | DrugId: DB08091
NodeType: Drug | Name: 3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide | DrugId: DB08092
NodeType: Drug | Name: 3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE | DrugId: DB08093
NodeType: Drug | Name: RO-4584820 | DrugId: DB08094
NodeType: Drug | Name: 3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA | DrugId: DB08095
NodeType: Drug | Name: 8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM | DrugId: DB08096
NodeType: Drug | Name: 2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE | DrugId: DB08097
NodeType: Drug | Name: {[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid | DrugId: DB08098
NodeType: Drug | Name: 6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine | DrugId: DB08099
NodeType: Drug | Name: 2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol | DrugId: DB08100
NodeType: Drug | Name: 2,6-dibromo-4-[(E)-2-phenylethenyl]phenol | DrugId: DB08101
NodeType: Drug | Name: 3,5-dibromobiphenyl-4-ol | DrugId: DB08102
NodeType: Drug | Name: 2,6-dibromo-4-phenoxyphenol | DrugId: DB08103
NodeType: Drug | Name: N-(3,5-dibromo-4-hydroxyphenyl)benzamide | DrugId: DB08104
NodeType: Drug | Name: N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid | DrugId: DB08105
NodeType: Drug | Name: N-[(6-butoxynaphthalen-2-yl)sulfonyl]-D-glutamic acid | DrugId: DB08106
NodeType: Drug | Name: N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID | DrugId: DB08107
NodeType: Drug | Name: N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID | DrugId: DB08108
NodeType: Drug | Name: (1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID | DrugId: DB08109
NodeType: Drug | Name: (1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID | DrugId: DB08110
NodeType: Drug | Name: 4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl]phenol | DrugId: DB08111
NodeType: Drug | Name: N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID | DrugId: DB08112
NodeType: Drug | Name: 3-pyridin-4-yl-1H-indazole | DrugId: DB08113
NodeType: Drug | Name: 5-benzyl-1,3-thiazol-2-amine | DrugId: DB08114
NodeType: Drug | Name: 2-aminoethyl naphthalen-1-ylacetate | DrugId: DB08115
NodeType: Drug | Name: (3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine | DrugId: DB08116
NodeType: Drug | Name: 2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide | DrugId: DB08118
NodeType: Drug | Name: 1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE) | DrugId: DB08119
NodeType: Drug | Name: 6,8-DIMERCAPTO-OCTANOIC ACID AMIDE | DrugId: DB08120
NodeType: Drug | Name: (2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid | DrugId: DB08121
NodeType: Drug | Name: N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide | DrugId: DB08122
NodeType: Drug | Name: N-methyl-{4-[2-(7-oxo-6,7-dihydro-8H-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide | DrugId: DB08123
NodeType: Drug | Name: 3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one | DrugId: DB08124
NodeType: Drug | Name: 4-{[(2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}-N-(1,3-thiazol-2-yl)benzenesulfonamide | DrugId: DB08125
NodeType: Drug | Name: 3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1H-indole | DrugId: DB08126
NodeType: Drug | Name: 1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene | DrugId: DB08127
NodeType: Drug | Name: (1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine | DrugId: DB08128
NodeType: Drug | Name: (1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol | DrugId: DB08129
NodeType: Drug | Name: N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine | DrugId: DB08130
NodeType: Drug | Name: 2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID | DrugId: DB08131
NodeType: Drug | Name: 5-hydroxynaphthalene-1-sulfonamide | DrugId: DB08132
NodeType: Drug | Name: N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide | DrugId: DB08133
NodeType: Drug | Name: 4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide | DrugId: DB08134
NodeType: Drug | Name: N-phenyl-1H-pyrazole-3-carboxamide | DrugId: DB08135
NodeType: Drug | Name: 4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide | DrugId: DB08136
NodeType: Drug | Name: (4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide | DrugId: DB08137
NodeType: Drug | Name: {[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide | DrugId: DB08138
NodeType: Drug | Name: 5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile | DrugId: DB08139
NodeType: Drug | Name: 5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE | DrugId: DB08140
NodeType: Drug | Name: 4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide | DrugId: DB08141
NodeType: Drug | Name: AT-7519 | DrugId: DB08142
NodeType: Drug | Name: 5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE | DrugId: DB08143
NodeType: Drug | Name: 6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine | DrugId: DB08144
NodeType: Drug | Name: 6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE | DrugId: DB08145
NodeType: Drug | Name: 7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine | DrugId: DB08146
NodeType: Drug | Name: 4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid | DrugId: DB08147
NodeType: Drug | Name: 1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine | DrugId: DB08148
NodeType: Drug | Name: 1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine | DrugId: DB08149
NodeType: Drug | Name: 4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium | DrugId: DB08150
NodeType: Drug | Name: (5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol | DrugId: DB08151
NodeType: Drug | Name: {(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate | DrugId: DB08152
NodeType: Drug | Name: (5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE | DrugId: DB08153
NodeType: Drug | Name: 3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile | DrugId: DB08154
NodeType: Drug | Name: N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE | DrugId: DB08155
NodeType: Drug | Name: 3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID | DrugId: DB08156
NodeType: Drug | Name: ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE | DrugId: DB08157
NodeType: Drug | Name: 2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-MANNOPYRANOSIDE | DrugId: DB08158
NodeType: Drug | Name: 4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE | DrugId: DB08159
NodeType: Drug | Name: (2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL | DrugId: DB08160
NodeType: Drug | Name: (S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID | DrugId: DB08161
NodeType: Drug | Name: Fasudil | DrugId: DB08162
NodeType: Drug | Name: 5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine | DrugId: DB08163
NodeType: Drug | Name: (3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE | DrugId: DB08164
NodeType: Drug | Name: indane-5-sulfonamide | DrugId: DB08165
NodeType: Drug | Name: (4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile | DrugId: DB08166
NodeType: Drug | Name: Methylthioninium | DrugId: DB08167
NodeType: Drug | Name: Coumarin 120 | DrugId: DB08168
NodeType: Drug | Name: (2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide | DrugId: DB08169
NodeType: Drug | Name: (1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE | DrugId: DB08170
NodeType: Drug | Name: 11-MERCAPTOUNDECANOIC ACID | DrugId: DB08171
NodeType: Drug | Name: (2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide | DrugId: DB08172
NodeType: Drug | Name: 5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE | DrugId: DB08173
NodeType: Drug | Name: 5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE | DrugId: DB08174
NodeType: Drug | Name: (2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID | DrugId: DB08175
NodeType: Drug | Name: (1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE | DrugId: DB08176
NodeType: Drug | Name: (E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID | DrugId: DB08177
NodeType: Drug | Name: 4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine | DrugId: DB08178
NodeType: Drug | Name: methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate | DrugId: DB08179
NodeType: Drug | Name: 2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE | DrugId: DB08180
NodeType: Drug | Name: 2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID | DrugId: DB08181
NodeType: Drug | Name: 4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine | DrugId: DB08182
NodeType: Drug | Name: 2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE | DrugId: DB08184
NodeType: Drug | Name: 2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE | DrugId: DB08185
NodeType: Drug | Name: (3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE | DrugId: DB08186
NodeType: Drug | Name: N-Methylphenylalanyl-N-[(trans-4-aminocyclohexyl)methyl]-L-prolinamide | DrugId: DB08187
NodeType: Drug | Name: Emivirine | DrugId: DB08188
NodeType: Drug | Name: N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide | DrugId: DB08190
NodeType: Drug | Name: 4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid | DrugId: DB08191
NodeType: Drug | Name: 2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE | DrugId: DB08192
NodeType: Drug | Name: 2-(3-NITROPHENYL)ACETIC ACID | DrugId: DB08193
NodeType: Drug | Name: 4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine | DrugId: DB08194
NodeType: Drug | Name: (1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE | DrugId: DB08195
NodeType: Drug | Name: 2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID | DrugId: DB08196
NodeType: Drug | Name: (5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime | DrugId: DB08197
NodeType: Drug | Name: [(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE | DrugId: DB08198
NodeType: Drug | Name: N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE | DrugId: DB08199
NodeType: Drug | Name: (1R)-menthyl hexyl phosphonate group | DrugId: DB08200
NodeType: Drug | Name: (1S)-menthyl hexyl phosphonate group | DrugId: DB08201
NodeType: Drug | Name: 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE | DrugId: DB08202
NodeType: Drug | Name: 7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE | DrugId: DB08203
NodeType: Drug | Name: 3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE | DrugId: DB08204
NodeType: Drug | Name: 4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL | DrugId: DB08205
NodeType: Drug | Name: 4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL | DrugId: DB08206
NodeType: Drug | Name: 2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE | DrugId: DB08207
NodeType: Drug | Name: 2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE | DrugId: DB08208
NodeType: Drug | Name: Methyl red | DrugId: DB08209
NodeType: Drug | Name: 2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE | DrugId: DB08210
NodeType: Drug | Name: 5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide | DrugId: DB08211
NodeType: Drug | Name: 1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA | DrugId: DB08212
NodeType: Drug | Name: 1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE | DrugId: DB08213
NodeType: Drug | Name: 4-(1H-IMIDAZOL-1-YL)PHENOL | DrugId: DB08214
NodeType: Drug | Name: Terbutryn | DrugId: DB08215
NodeType: Drug | Name: 2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID | DrugId: DB08216
NodeType: Drug | Name: S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate | DrugId: DB08217
NodeType: Drug | Name: HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM | DrugId: DB08218
NodeType: Drug | Name: 4-Methyl-5-[(2Z)-2-{[4-(4-morpholinyl)phenyl]imino}-2,5-dihydro-4-pyrimidinyl]-1,3-thiazol-2-amine | DrugId: DB08219
NodeType: Drug | Name: (8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid | DrugId: DB08220
NodeType: Drug | Name: N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE | DrugId: DB08221
NodeType: Drug | Name: METHOXYUNDECYLPHOSPHINIC ACID | DrugId: DB08222
NodeType: Drug | Name: N-{(1S,2R)-1-BENZYL-3-[(CYCLOPROPYLMETHYL)(2-FURYLSULFONYL)AMINO]-2-HYDROXYPROPYL}-N'-METHYLSUCCINAMIDE | DrugId: DB08223
NodeType: Drug | Name: (1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL | DrugId: DB08224
NodeType: Drug | Name: Myxopyronin B | DrugId: DB08226
NodeType: Drug | Name: 1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE | DrugId: DB08227
NodeType: Drug | Name: 5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one | DrugId: DB08228
