NodeType: Pathway | PathwayName: Regulation of innate immune responses to cytosolic DNA | PathwayId: R-HSA-3134975
NodeType: Pathway | PathwayName: Inhibition of IFN-beta | PathwayId: R-HSA-168888
NodeType: Pathway | PathwayName: Inhibition of Interferon Synthesis | PathwayId: R-HSA-168305
NodeType: Pathway | PathwayName: Inhibition of PKR | PathwayId: R-HSA-169131
NodeType: Pathway | PathwayName: Inhibition of Signaling by Overexpressed EGFR | PathwayId: R-HSA-5638303
NodeType: Pathway | PathwayName: Inhibition of TSC complex formation by PKB | PathwayId: R-HSA-165181
NodeType: Pathway | PathwayName: Inhibition of membrane repair | PathwayId: R-HSA-9635644
NodeType: Pathway | PathwayName: Inhibition of nitric oxide production | PathwayId: R-HSA-9636249
NodeType: Pathway | PathwayName: Inhibition of replication initiation of damaged DNA by RB1/E2F1 | PathwayId: R-HSA-113501
NodeType: Pathway | PathwayName: Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components | PathwayId: R-HSA-141405
NodeType: Pathway | PathwayName: Initial triggering of complement | PathwayId: R-HSA-166663
NodeType: Pathway | PathwayName: Initiation of Nuclear Envelope (NE) Reformation | PathwayId: R-HSA-2995383
NodeType: Pathway | PathwayName: InlA-mediated entry of Listeria monocytogenes into host cells | PathwayId: R-HSA-8876493
NodeType: Pathway | PathwayName: InlB-mediated entry of Listeria monocytogenes into host cell | PathwayId: R-HSA-8875360
NodeType: Pathway | PathwayName: Innate Immune System | PathwayId: R-HSA-168249
NodeType: Pathway | PathwayName: Inositol phosphate metabolism | PathwayId: R-HSA-1483249
NodeType: Pathway | PathwayName: Inositol transporters | PathwayId: R-HSA-429593
NodeType: Pathway | PathwayName: Insertion of tail-anchored proteins into the endoplasmic reticulum membrane | PathwayId: R-HSA-9609523
NodeType: Pathway | PathwayName: Insulin effects increased synthesis of Xylulose-5-Phosphate | PathwayId: R-HSA-163754
NodeType: Pathway | PathwayName: Insulin processing | PathwayId: R-HSA-264876
NodeType: Pathway | PathwayName: Insulin receptor recycling | PathwayId: R-HSA-77387
NodeType: Pathway | PathwayName: Insulin receptor signalling cascade | PathwayId: R-HSA-74751
NodeType: Pathway | PathwayName: Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA | PathwayId: R-HSA-428359
NodeType: Pathway | PathwayName: Integration of energy metabolism | PathwayId: R-HSA-163685
NodeType: Pathway | PathwayName: Integration of provirus | PathwayId: R-HSA-162592
NodeType: Pathway | PathwayName: Integration of viral DNA into host genomic DNA | PathwayId: R-HSA-175567
NodeType: Pathway | PathwayName: Integrin cell surface interactions | PathwayId: R-HSA-216083
NodeType: Pathway | PathwayName: Integrin signaling | PathwayId: R-HSA-354192
NodeType: Pathway | PathwayName: Interaction With Cumulus Cells And The Zona Pellucida | PathwayId: R-HSA-2534343
NodeType: Pathway | PathwayName: Interaction between L1 and Ankyrins | PathwayId: R-HSA-445095
NodeType: Pathway | PathwayName: Interaction between PHLDA1 and AURKA | PathwayId: R-HSA-8854521
NodeType: Pathway | PathwayName: Interactions of Rev with host cellular proteins | PathwayId: R-HSA-177243
NodeType: Pathway | PathwayName: Interactions of Tat with host cellular proteins | PathwayId: R-HSA-176034
NodeType: Pathway | PathwayName: Interactions of Vpr with host cellular proteins | PathwayId: R-HSA-176033
NodeType: Pathway | PathwayName: Interconversion of 2-oxoglutarate and 2-hydroxyglutarate | PathwayId: R-HSA-880009
NodeType: Pathway | PathwayName: Interconversion of nucleotide di- and triphosphates | PathwayId: R-HSA-499943
NodeType: Pathway | PathwayName: Interconversion of polyamines | PathwayId: R-HSA-351200
NodeType: Pathway | PathwayName: Interferon Signaling | PathwayId: R-HSA-913531
NodeType: Pathway | PathwayName: Interferon alpha/beta signaling | PathwayId: R-HSA-909733
NodeType: Pathway | PathwayName: Interferon gamma signaling | PathwayId: R-HSA-877300
NodeType: Pathway | PathwayName: Interleukin receptor SHC signaling | PathwayId: R-HSA-912526
NodeType: Pathway | PathwayName: Interleukin-1 family signaling | PathwayId: R-HSA-446652
NodeType: Pathway | PathwayName: Interleukin-1 processing | PathwayId: R-HSA-448706
NodeType: Pathway | PathwayName: Interleukin-1 signaling | PathwayId: R-HSA-9020702
NodeType: Pathway | PathwayName: Interleukin-10 signaling | PathwayId: R-HSA-6783783
NodeType: Pathway | PathwayName: Interleukin-12 family signaling | PathwayId: R-HSA-447115
NodeType: Pathway | PathwayName: Interleukin-12 signaling | PathwayId: R-HSA-9020591
NodeType: Pathway | PathwayName: Interleukin-15 signaling | PathwayId: R-HSA-8983432
NodeType: Pathway | PathwayName: Interleukin-17 signaling | PathwayId: R-HSA-448424
NodeType: Pathway | PathwayName: Interleukin-18 signaling | PathwayId: R-HSA-9012546
NodeType: Pathway | PathwayName: Interleukin-2 family signaling | PathwayId: R-HSA-451927
NodeType: Pathway | PathwayName: Interleukin-2 signaling | PathwayId: R-HSA-9020558
NodeType: Pathway | PathwayName: Interleukin-20 family signaling | PathwayId: R-HSA-8854691
NodeType: Pathway | PathwayName: Interleukin-21 signaling | PathwayId: R-HSA-9020958
NodeType: Pathway | PathwayName: Interleukin-23 signaling | PathwayId: R-HSA-9020933
NodeType: Pathway | PathwayName: Interleukin-27 signaling | PathwayId: R-HSA-9020956
NodeType: Pathway | PathwayName: Interleukin-3, Interleukin-5 and GM-CSF signaling | PathwayId: R-HSA-512988
NodeType: Pathway | PathwayName: Interleukin-33 signaling | PathwayId: R-HSA-9014843
NodeType: Pathway | PathwayName: Interleukin-35 Signalling | PathwayId: R-HSA-8984722
NodeType: Pathway | PathwayName: Interleukin-36 pathway | PathwayId: R-HSA-9014826
NodeType: Pathway | PathwayName: Interleukin-37 signaling | PathwayId: R-HSA-9008059
NodeType: Pathway | PathwayName: Interleukin-38 signaling | PathwayId: R-HSA-9007892
NodeType: Pathway | PathwayName: Interleukin-4 and Interleukin-13 signaling | PathwayId: R-HSA-6785807
NodeType: Pathway | PathwayName: Interleukin-6 family signaling | PathwayId: R-HSA-6783589
NodeType: Pathway | PathwayName: Interleukin-6 signaling | PathwayId: R-HSA-1059683
NodeType: Pathway | PathwayName: Interleukin-7 signaling | PathwayId: R-HSA-1266695
NodeType: Pathway | PathwayName: Interleukin-9 signaling | PathwayId: R-HSA-8985947
NodeType: Pathway | PathwayName: Intestinal absorption | PathwayId: R-HSA-8963676
NodeType: Pathway | PathwayName: Intestinal hexose absorption | PathwayId: R-HSA-8981373
NodeType: Pathway | PathwayName: Intestinal infectious diseases | PathwayId: R-HSA-8942233
NodeType: Pathway | PathwayName: Intestinal lipid absorption | PathwayId: R-HSA-8963678
NodeType: Pathway | PathwayName: Intestinal saccharidase deficiencies | PathwayId: R-HSA-5659898
NodeType: Pathway | PathwayName: Intra-Golgi and retrograde Golgi-to-ER traffic | PathwayId: R-HSA-6811442
NodeType: Pathway | PathwayName: Intra-Golgi traffic | PathwayId: R-HSA-6811438
NodeType: Pathway | PathwayName: Intracellular metabolism of fatty acids regulates insulin secretion | PathwayId: R-HSA-434313
NodeType: Pathway | PathwayName: Intracellular oxygen transport | PathwayId: R-HSA-8981607
NodeType: Pathway | PathwayName: Intracellular signaling by second messengers | PathwayId: R-HSA-9006925
NodeType: Pathway | PathwayName: Intraflagellar transport | PathwayId: R-HSA-5620924
NodeType: Pathway | PathwayName: Intrinsic Pathway for Apoptosis | PathwayId: R-HSA-109606
NodeType: Pathway | PathwayName: Intrinsic Pathway of Fibrin Clot Formation | PathwayId: R-HSA-140837
NodeType: Pathway | PathwayName: Invadopodia formation | PathwayId: R-HSA-8941237
NodeType: Pathway | PathwayName: Inwardly rectifying K+ channels | PathwayId: R-HSA-1296065
NodeType: Pathway | PathwayName: Ion channel transport | PathwayId: R-HSA-983712
NodeType: Pathway | PathwayName: Ion homeostasis | PathwayId: R-HSA-5578775
NodeType: Pathway | PathwayName: Ion influx/efflux at host-pathogen interface | PathwayId: R-HSA-6803544
NodeType: Pathway | PathwayName: Ion transport by P-type ATPases | PathwayId: R-HSA-936837
NodeType: Pathway | PathwayName: Ionotropic activity of kainate receptors | PathwayId: R-HSA-451306
NodeType: Pathway | PathwayName: Iron uptake and transport | PathwayId: R-HSA-917937
NodeType: Pathway | PathwayName: JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1 | PathwayId: R-HSA-450321
NodeType: Pathway | PathwayName: Josephin domain DUBs | PathwayId: R-HSA-5689877
NodeType: Pathway | PathwayName: KEAP1-NFE2L2 pathway | PathwayId: R-HSA-9755511
NodeType: Pathway | PathwayName: KIT mutants bind TKIs | PathwayId: R-HSA-9669921
NodeType: Pathway | PathwayName: KSRP (KHSRP) binds and destabilizes mRNA | PathwayId: R-HSA-450604
NodeType: Pathway | PathwayName: KW2449-resistant FLT3 mutants | PathwayId: R-HSA-9702569
NodeType: Pathway | PathwayName: Keratan sulfate biosynthesis | PathwayId: R-HSA-2022854
NodeType: Pathway | PathwayName: Keratan sulfate degradation | PathwayId: R-HSA-2022857
NodeType: Pathway | PathwayName: Keratan sulfate/keratin metabolism | PathwayId: R-HSA-1638074
NodeType: Pathway | PathwayName: Keratinization | PathwayId: R-HSA-6805567
NodeType: Pathway | PathwayName: Ketone body metabolism | PathwayId: R-HSA-74182
NodeType: Pathway | PathwayName: Kidney development | PathwayId: R-HSA-9830369
NodeType: Pathway | PathwayName: Killing mechanisms | PathwayId: R-HSA-9664420
NodeType: Pathway | PathwayName: Kinesins | PathwayId: R-HSA-983189
NodeType: Pathway | PathwayName: L13a-mediated translational silencing of Ceruloplasmin expression | PathwayId: R-HSA-156827
NodeType: Pathway | PathwayName: L1CAM interactions | PathwayId: R-HSA-373760
NodeType: Pathway | PathwayName: LDL clearance | PathwayId: R-HSA-8964038
NodeType: Pathway | PathwayName: LDL remodeling | PathwayId: R-HSA-8964041
NodeType: Pathway | PathwayName: LGI-ADAM interactions | PathwayId: R-HSA-5682910
NodeType: Pathway | PathwayName: LGK974 inhibits PORCN | PathwayId: R-HSA-5340573
NodeType: Pathway | PathwayName: LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production | PathwayId: R-HSA-3134973
NodeType: Pathway | PathwayName: LTC4-CYSLTR mediated IL4 production | PathwayId: R-HSA-9664535
NodeType: Pathway | PathwayName: Lactose synthesis | PathwayId: R-HSA-5653890
NodeType: Pathway | PathwayName: Lagging Strand Synthesis | PathwayId: R-HSA-69186
NodeType: Pathway | PathwayName: Laminin interactions | PathwayId: R-HSA-3000157
NodeType: Pathway | PathwayName: Late Phase of HIV Life Cycle | PathwayId: R-HSA-162599
NodeType: Pathway | PathwayName: Late SARS-CoV-2 Infection Events | PathwayId: R-HSA-9772573
NodeType: Pathway | PathwayName: Late endosomal microautophagy | PathwayId: R-HSA-9615710
NodeType: Pathway | PathwayName: Latent infection - Other responses of Mtb to phagocytosis | PathwayId: R-HSA-1222499
NodeType: Pathway | PathwayName: Leading Strand Synthesis | PathwayId: R-HSA-69109
NodeType: Pathway | PathwayName: Lectin pathway of complement activation | PathwayId: R-HSA-166662
NodeType: Pathway | PathwayName: Leishmania infection | PathwayId: R-HSA-9658195
NodeType: Pathway | PathwayName: Leishmania parasite growth and survival | PathwayId: R-HSA-9664433
NodeType: Pathway | PathwayName: Leishmania phagocytosis | PathwayId: R-HSA-9664417
NodeType: Pathway | PathwayName: Leukotriene receptors | PathwayId: R-HSA-391906
NodeType: Pathway | PathwayName: Lewis blood group biosynthesis | PathwayId: R-HSA-9037629
NodeType: Pathway | PathwayName: Ligand-receptor interactions | PathwayId: R-HSA-5632681
NodeType: Pathway | PathwayName: Linoleic acid (LA) metabolism | PathwayId: R-HSA-2046105
NodeType: Pathway | PathwayName: Lipid particle organization | PathwayId: R-HSA-8964572
NodeType: Pathway | PathwayName: Lipophagy | PathwayId: R-HSA-9613354
NodeType: Pathway | PathwayName: Listeria monocytogenes entry into host cells | PathwayId: R-HSA-8876384
NodeType: Pathway | PathwayName: Localization of the PINCH-ILK-PARVIN complex to focal adhesions | PathwayId: R-HSA-446343
NodeType: Pathway | PathwayName: Long-term potentiation | PathwayId: R-HSA-9620244
NodeType: Pathway | PathwayName: Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling | PathwayId: R-HSA-2644607
NodeType: Pathway | PathwayName: Loss of Function of SMAD2/3 in Cancer | PathwayId: R-HSA-3304349
NodeType: Pathway | PathwayName: Loss of Function of SMAD4 in Cancer | PathwayId: R-HSA-3304347
NodeType: Pathway | PathwayName: Loss of Function of TGFBR1 in Cancer | PathwayId: R-HSA-3656534
NodeType: Pathway | PathwayName: Loss of Function of TGFBR2 in Cancer | PathwayId: R-HSA-3642278
NodeType: Pathway | PathwayName: Loss of Function of TP53 in Cancer | PathwayId: R-HSA-9723907
NodeType: Pathway | PathwayName: Loss of MECP2 binding ability to 5hmC-DNA | PathwayId: R-HSA-9022534
NodeType: Pathway | PathwayName: Loss of MECP2 binding ability to 5mC-DNA | PathwayId: R-HSA-9022538
NodeType: Pathway | PathwayName: Loss of MECP2 binding ability to the NCoR/SMRT complex | PathwayId: R-HSA-9022537
NodeType: Pathway | PathwayName: Loss of Nlp from mitotic centrosomes | PathwayId: R-HSA-380259
NodeType: Pathway | PathwayName: Loss of function of MECP2 in Rett syndrome | PathwayId: R-HSA-9005891
NodeType: Pathway | PathwayName: Loss of function of TP53 in cancer due to loss of tetramerization ability | PathwayId: R-HSA-9723905
NodeType: Pathway | PathwayName: Loss of phosphorylation of MECP2 at T308 | PathwayId: R-HSA-9022535
NodeType: Pathway | PathwayName: Loss of proteins required for interphase microtubule organization from the centrosome | PathwayId: R-HSA-380284
NodeType: Pathway | PathwayName: Lysine catabolism | PathwayId: R-HSA-71064
NodeType: Pathway | PathwayName: Lysosomal oligosaccharide catabolism | PathwayId: R-HSA-8853383
NodeType: Pathway | PathwayName: Lysosome Vesicle Biogenesis | PathwayId: R-HSA-432720
NodeType: Pathway | PathwayName: Lysosphingolipid and LPA receptors | PathwayId: R-HSA-419408
NodeType: Pathway | PathwayName: M Phase | PathwayId: R-HSA-68886
NodeType: Pathway | PathwayName: M-decay: degradation of maternal mRNAs by maternally stored factors | PathwayId: R-HSA-9820841
NodeType: Pathway | PathwayName: MAP kinase activation | PathwayId: R-HSA-450294
NodeType: Pathway | PathwayName: MAP2K and MAPK activation | PathwayId: R-HSA-5674135
NodeType: Pathway | PathwayName: MAP3K8 (TPL2)-dependent MAPK1/3 activation | PathwayId: R-HSA-5684264
NodeType: Pathway | PathwayName: MAPK family signaling cascades | PathwayId: R-HSA-5683057
NodeType: Pathway | PathwayName: MAPK targets/ Nuclear events mediated by MAP kinases | PathwayId: R-HSA-450282
NodeType: Pathway | PathwayName: MAPK1 (ERK2) activation | PathwayId: R-HSA-112411
NodeType: Pathway | PathwayName: MAPK1/MAPK3 signaling | PathwayId: R-HSA-5684996
NodeType: Pathway | PathwayName: MAPK3 (ERK1) activation | PathwayId: R-HSA-110056
NodeType: Pathway | PathwayName: MAPK6/MAPK4 signaling | PathwayId: R-HSA-5687128
NodeType: Pathway | PathwayName: MASTL Facilitates Mitotic Progression | PathwayId: R-HSA-2465910
NodeType: Pathway | PathwayName: MDK and PTN in ALK signaling | PathwayId: R-HSA-9851151
NodeType: Pathway | PathwayName: MECP2 regulates neuronal receptors and channels | PathwayId: R-HSA-9022699
NodeType: Pathway | PathwayName: MECP2 regulates transcription factors | PathwayId: R-HSA-9022707
NodeType: Pathway | PathwayName: MECP2 regulates transcription of genes involved in GABA signaling | PathwayId: R-HSA-9022927
NodeType: Pathway | PathwayName: MECP2 regulates transcription of neuronal ligands | PathwayId: R-HSA-9022702
NodeType: Pathway | PathwayName: MET Receptor Activation | PathwayId: R-HSA-6806942
NodeType: Pathway | PathwayName: MET activates PI3K/AKT signaling | PathwayId: R-HSA-8851907
NodeType: Pathway | PathwayName: MET activates PTK2 signaling | PathwayId: R-HSA-8874081
NodeType: Pathway | PathwayName: MET activates PTPN11 | PathwayId: R-HSA-8865999
NodeType: Pathway | PathwayName: MET activates RAP1 and RAC1 | PathwayId: R-HSA-8875555
NodeType: Pathway | PathwayName: MET activates RAS signaling | PathwayId: R-HSA-8851805
NodeType: Pathway | PathwayName: MET activates STAT3 | PathwayId: R-HSA-8875791
NodeType: Pathway | PathwayName: MET interacts with TNS proteins | PathwayId: R-HSA-8875513
NodeType: Pathway | PathwayName: MET promotes cell motility | PathwayId: R-HSA-8875878
NodeType: Pathway | PathwayName: MET receptor recycling | PathwayId: R-HSA-8875656
NodeType: Pathway | PathwayName: MGMT-mediated DNA damage reversal | PathwayId: R-HSA-5657655
NodeType: Pathway | PathwayName: MHC class II antigen presentation | PathwayId: R-HSA-2132295
NodeType: Pathway | PathwayName: MITF-M-dependent gene expression | PathwayId: R-HSA-9856651
NodeType: Pathway | PathwayName: MITF-M-regulated melanocyte development | PathwayId: R-HSA-9730414
NodeType: Pathway | PathwayName: MPS I - Hurler syndrome | PathwayId: R-HSA-2206302
NodeType: Pathway | PathwayName: MPS II - Hunter syndrome | PathwayId: R-HSA-2206296
NodeType: Pathway | PathwayName: MPS IIIA - Sanfilippo syndrome A | PathwayId: R-HSA-2206307
NodeType: Pathway | PathwayName: MPS IIIB - Sanfilippo syndrome B | PathwayId: R-HSA-2206282
NodeType: Pathway | PathwayName: MPS IIIC - Sanfilippo syndrome C | PathwayId: R-HSA-2206291
NodeType: Pathway | PathwayName: MPS IIID - Sanfilippo syndrome D | PathwayId: R-HSA-2206305
NodeType: Pathway | PathwayName: MPS IV - Morquio syndrome A | PathwayId: R-HSA-2206290
NodeType: Pathway | PathwayName: MPS IV - Morquio syndrome B | PathwayId: R-HSA-2206308
NodeType: Pathway | PathwayName: MPS IX - Natowicz syndrome | PathwayId: R-HSA-2206280
NodeType: Pathway | PathwayName: MPS VI - Maroteaux-Lamy syndrome | PathwayId: R-HSA-2206285
NodeType: Pathway | PathwayName: MPS VII - Sly syndrome | PathwayId: R-HSA-2206292
NodeType: Pathway | PathwayName: MTF1 activates gene expression | PathwayId: R-HSA-5660489
NodeType: Pathway | PathwayName: MTOR signalling | PathwayId: R-HSA-165159
NodeType: Pathway | PathwayName: Macroautophagy | PathwayId: R-HSA-1632852
NodeType: Pathway | PathwayName: Major pathway of rRNA processing in the nucleolus and cytosol | PathwayId: R-HSA-6791226
NodeType: Pathway | PathwayName: Malate-aspartate shuttle | PathwayId: R-HSA-9856872
NodeType: Pathway | PathwayName: Manipulation of host energy metabolism | PathwayId: R-HSA-9636667
NodeType: Pathway | PathwayName: Masitinib-resistant KIT mutants | PathwayId: R-HSA-9669924
NodeType: Pathway | PathwayName: Maternal to zygotic transition (MZT) | PathwayId: R-HSA-9816359
NodeType: Pathway | PathwayName: Maturation of TCA enzymes and regulation of TCA cycle | PathwayId: R-HSA-9854311
NodeType: Pathway | PathwayName: Maturation of hRSV A proteins | PathwayId: R-HSA-9828806
NodeType: Pathway | PathwayName: Maturation of nucleoprotein | PathwayId: R-HSA-9683610
NodeType: Pathway | PathwayName: Maturation of nucleoprotein | PathwayId: R-HSA-9694631
NodeType: Pathway | PathwayName: Maturation of protein 3a | PathwayId: R-HSA-9683673
NodeType: Pathway | PathwayName: Maturation of protein 3a | PathwayId: R-HSA-9694719
NodeType: Pathway | PathwayName: Maturation of protein E | PathwayId: R-HSA-9683683
NodeType: Pathway | PathwayName: Maturation of protein E | PathwayId: R-HSA-9694493
NodeType: Pathway | PathwayName: Maturation of protein M | PathwayId: R-HSA-9683612
NodeType: Pathway | PathwayName: Maturation of protein M | PathwayId: R-HSA-9694594
NodeType: Pathway | PathwayName: Maturation of replicase proteins | PathwayId: R-HSA-9684325
NodeType: Pathway | PathwayName: Maturation of replicase proteins | PathwayId: R-HSA-9694301
NodeType: Pathway | PathwayName: Maturation of spike protein | PathwayId: R-HSA-9683686
NodeType: Pathway | PathwayName: Maturation of spike protein | PathwayId: R-HSA-9694548
NodeType: Pathway | PathwayName: Meiosis | PathwayId: R-HSA-1500620
NodeType: Pathway | PathwayName: Meiotic recombination | PathwayId: R-HSA-912446
NodeType: Pathway | PathwayName: Meiotic synapsis | PathwayId: R-HSA-1221632
NodeType: Pathway | PathwayName: Melanin biosynthesis | PathwayId: R-HSA-5662702
NodeType: Pathway | PathwayName: Membrane Trafficking | PathwayId: R-HSA-199991
NodeType: Pathway | PathwayName: Membrane binding and targetting of GAG proteins | PathwayId: R-HSA-174490
NodeType: Pathway | PathwayName: Metabolic disorders of biological oxidation enzymes | PathwayId: R-HSA-5579029
NodeType: Pathway | PathwayName: Metabolism | PathwayId: R-HSA-1430728
NodeType: Pathway | PathwayName: Metabolism of Angiotensinogen to Angiotensins | PathwayId: R-HSA-2022377
NodeType: Pathway | PathwayName: Metabolism of RNA | PathwayId: R-HSA-8953854
NodeType: Pathway | PathwayName: Metabolism of amine-derived hormones | PathwayId: R-HSA-209776
NodeType: Pathway | PathwayName: Metabolism of amino acids and derivatives | PathwayId: R-HSA-71291
NodeType: Pathway | PathwayName: Metabolism of carbohydrates | PathwayId: R-HSA-71387
NodeType: Pathway | PathwayName: Metabolism of cofactors | PathwayId: R-HSA-8978934
NodeType: Pathway | PathwayName: Metabolism of fat-soluble vitamins | PathwayId: R-HSA-6806667
NodeType: Pathway | PathwayName: Metabolism of folate and pterines | PathwayId: R-HSA-196757
NodeType: Pathway | PathwayName: Metabolism of ingested H2SeO4 and H2SeO3 into H2Se | PathwayId: R-HSA-2408550
NodeType: Pathway | PathwayName: Metabolism of ingested MeSeO2H into MeSeH | PathwayId: R-HSA-5263617
NodeType: Pathway | PathwayName: Metabolism of ingested SeMet, Sec, MeSec into H2Se | PathwayId: R-HSA-2408508
NodeType: Pathway | PathwayName: Metabolism of lipids | PathwayId: R-HSA-556833
NodeType: Pathway | PathwayName: Metabolism of nitric oxide: NOS3 activation and regulation | PathwayId: R-HSA-202131
NodeType: Pathway | PathwayName: Metabolism of non-coding RNA | PathwayId: R-HSA-194441
NodeType: Pathway | PathwayName: Metabolism of nucleotides | PathwayId: R-HSA-15869
NodeType: Pathway | PathwayName: Metabolism of polyamines | PathwayId: R-HSA-351202
NodeType: Pathway | PathwayName: Metabolism of porphyrins | PathwayId: R-HSA-189445
NodeType: Pathway | PathwayName: Metabolism of proteins | PathwayId: R-HSA-392499
NodeType: Pathway | PathwayName: Metabolism of serotonin | PathwayId: R-HSA-380612
NodeType: Pathway | PathwayName: Metabolism of steroid hormones | PathwayId: R-HSA-196071
NodeType: Pathway | PathwayName: Metabolism of steroids | PathwayId: R-HSA-8957322
NodeType: Pathway | PathwayName: Metabolism of vitamin K | PathwayId: R-HSA-6806664
NodeType: Pathway | PathwayName: Metabolism of vitamins and cofactors | PathwayId: R-HSA-196854
NodeType: Pathway | PathwayName: Metabolism of water-soluble vitamins and cofactors | PathwayId: R-HSA-196849
NodeType: Pathway | PathwayName: Metal ion SLC transporters | PathwayId: R-HSA-425410
NodeType: Pathway | PathwayName: Metal sequestration by antimicrobial proteins | PathwayId: R-HSA-6799990
NodeType: Pathway | PathwayName: Metalloprotease DUBs | PathwayId: R-HSA-5689901
NodeType: Pathway | PathwayName: Metallothioneins bind metals | PathwayId: R-HSA-5661231
NodeType: Pathway | PathwayName: Methionine salvage pathway | PathwayId: R-HSA-1237112
NodeType: Pathway | PathwayName: Methylation | PathwayId: R-HSA-156581
NodeType: Pathway | PathwayName: Methylation of MeSeH for excretion | PathwayId: R-HSA-2408552
NodeType: Pathway | PathwayName: MicroRNA (miRNA) biogenesis | PathwayId: R-HSA-203927
NodeType: Pathway | PathwayName: Microbial modulation of RIPK1-mediated regulated necrosis | PathwayId: R-HSA-9686347
NodeType: Pathway | PathwayName: Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane | PathwayId: R-HSA-190840
NodeType: Pathway | PathwayName: Mineralocorticoid biosynthesis | PathwayId: R-HSA-193993
NodeType: Pathway | PathwayName: Minus-strand DNA synthesis | PathwayId: R-HSA-164516
NodeType: Pathway | PathwayName: Miro GTPase Cycle | PathwayId: R-HSA-9715370
NodeType: Pathway | PathwayName: Miscellaneous substrates | PathwayId: R-HSA-211958
NodeType: Pathway | PathwayName: Miscellaneous transport and binding events | PathwayId: R-HSA-5223345
NodeType: Pathway | PathwayName: Mismatch Repair | PathwayId: R-HSA-5358508
NodeType: Pathway | PathwayName: Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta) | PathwayId: R-HSA-5358606
NodeType: Pathway | PathwayName: Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) | PathwayId: R-HSA-5358565
NodeType: Pathway | PathwayName: Mitochondrial ABC transporters | PathwayId: R-HSA-1369007
NodeType: Pathway | PathwayName: Mitochondrial Fatty Acid Beta-Oxidation | PathwayId: R-HSA-77289
NodeType: Pathway | PathwayName: Mitochondrial RNA degradation | PathwayId: R-HSA-9836573
NodeType: Pathway | PathwayName: Mitochondrial Uncoupling | PathwayId: R-HSA-166187
NodeType: Pathway | PathwayName: Mitochondrial biogenesis | PathwayId: R-HSA-1592230
NodeType: Pathway | PathwayName: Mitochondrial calcium ion transport | PathwayId: R-HSA-8949215
NodeType: Pathway | PathwayName: Mitochondrial iron-sulfur cluster biogenesis | PathwayId: R-HSA-1362409
NodeType: Pathway | PathwayName: Mitochondrial protein degradation | PathwayId: R-HSA-9837999
NodeType: Pathway | PathwayName: Mitochondrial protein import | PathwayId: R-HSA-1268020
NodeType: Pathway | PathwayName: Mitochondrial tRNA aminoacylation | PathwayId: R-HSA-379726
NodeType: Pathway | PathwayName: Mitochondrial transcription initiation | PathwayId: R-HSA-163282
NodeType: Pathway | PathwayName: Mitochondrial transcription termination | PathwayId: R-HSA-163316
NodeType: Pathway | PathwayName: Mitochondrial translation | PathwayId: R-HSA-5368287
NodeType: Pathway | PathwayName: Mitochondrial translation elongation | PathwayId: R-HSA-5389840
NodeType: Pathway | PathwayName: Mitochondrial translation initiation | PathwayId: R-HSA-5368286
NodeType: Pathway | PathwayName: Mitochondrial translation termination | PathwayId: R-HSA-5419276
NodeType: Pathway | PathwayName: Mitophagy | PathwayId: R-HSA-5205647
NodeType: Pathway | PathwayName: Mitotic Anaphase | PathwayId: R-HSA-68882
NodeType: Pathway | PathwayName: Mitotic G1 phase and G1/S transition | PathwayId: R-HSA-453279
NodeType: Pathway | PathwayName: Mitotic G2-G2/M phases | PathwayId: R-HSA-453274
NodeType: Pathway | PathwayName: Mitotic Metaphase and Anaphase | PathwayId: R-HSA-2555396
NodeType: Pathway | PathwayName: Mitotic Metaphase/Anaphase Transition | PathwayId: R-HSA-68881
NodeType: Pathway | PathwayName: Mitotic Prometaphase | PathwayId: R-HSA-68877
NodeType: Pathway | PathwayName: Mitotic Prophase | PathwayId: R-HSA-68875
NodeType: Pathway | PathwayName: Mitotic Spindle Checkpoint | PathwayId: R-HSA-69618
NodeType: Pathway | PathwayName: Mitotic Telophase/Cytokinesis | PathwayId: R-HSA-68884
NodeType: Pathway | PathwayName: Modulation by Mtb of host immune system | PathwayId: R-HSA-9637628
NodeType: Pathway | PathwayName: Molecules associated with elastic fibres | PathwayId: R-HSA-2129379
NodeType: Pathway | PathwayName: Molybdenum cofactor biosynthesis | PathwayId: R-HSA-947581
NodeType: Pathway | PathwayName: Mtb iron assimilation by chelation | PathwayId: R-HSA-1222449
NodeType: Pathway | PathwayName: Mucopolysaccharidoses | PathwayId: R-HSA-2206281
NodeType: Pathway | PathwayName: Multifunctional anion exchangers | PathwayId: R-HSA-427601
NodeType: Pathway | PathwayName: Muscarinic acetylcholine receptors | PathwayId: R-HSA-390648
NodeType: Pathway | PathwayName: Muscle contraction | PathwayId: R-HSA-397014
NodeType: Pathway | PathwayName: MyD88 cascade initiated on plasma membrane | PathwayId: R-HSA-975871
